chemical_name	analysismode	mz	rt	compound_id
1569.94956_4.534	HILIC_POS	1569.94956	4.534	C003415
144.09159_3.841	HILIC_POS	144.09159	3.841	C003416
440.16191_0.904	HILIC_POS	440.16191	0.904	C003417
450.187_1.547	HILIC_POS	450.187	1.547	C003418
496.13533_0.921	HILIC_POS	496.13533	0.921	C003419
422.14399_0.892	HILIC_POS	422.14399	0.892	C003420
325.06255_1.131	HILIC_POS	325.06255	1.131	C003421
196.12124_1.095	HILIC_POS	196.12124	1.095	C003422
271.12802_4.198	HILIC_POS	271.12802	4.198	C003423
284.17368_2.869	HILIC_POS	284.17368	2.869	C003424
537.17157_1.965	HILIC_POS	537.17157	1.965	C003425
496.0527_0.888	HILIC_POS	496.0527	0.888	C003426
257.08998_2.631	HILIC_POS	257.08998	2.631	C003427
163.09971_4.302	HILIC_POS	163.09971	4.302	C003428
515.20625_2.244	HILIC_POS	515.20625	2.244	C003429
302.19203_4.0	HILIC_POS	302.19203	4	C003430
230.03615_0.719	HILIC_POS	230.03615	0.719	C003431
329.15917_3.126	HILIC_POS	329.15917	3.126	C003432
255.08536_3.745	HILIC_POS	255.08536	3.745	C003433
195.87058_4.819	HILIC_POS	195.87058	4.819	C003434
215.1158_3.562	HILIC_POS	215.1158	3.562	C003435
360.05474_3.672	HILIC_POS	360.05474	3.672	C003436
214.06636_0.629	HILIC_POS	214.06636	0.629	C003437
125.11002_1.184	HILIC_POS	125.11002	1.184	C003438
229.00454_0.612	HILIC_POS	229.00454	0.612	C003439
247.10354_2.967	HILIC_POS	247.10354	2.967	C003440
137.08401_3.894	HILIC_POS	137.08401	3.894	C003441
327.15331_2.919	HILIC_POS	327.15331	2.919	C003442
86.05677_2.235	HILIC_POS	86.05677	2.235	C003443
347.14052_2.976	HILIC_POS	347.14052	2.976	C003444
330.14298_2.004	HILIC_POS	330.14298	2.004	C003445
227.09066_3.531	HILIC_POS	227.09066	3.531	C003446
432.19778_3.307	HILIC_POS	432.19778	3.307	C003447
206.11548_3.048	HILIC_POS	206.11548	3.048	C003448
200.08156_1.861	HILIC_POS	200.08156	1.861	C003449
569.39104_4.005	HILIC_POS	569.39104	4.005	C003450
251.07963_1.073	HILIC_POS	251.07963	1.073	C003451
405.20023_1.53	HILIC_POS	405.20023	1.53	C003452
313.13472_0.671	HILIC_POS	313.13472	0.671	C003453
472.10918_2.936	HILIC_POS	472.10918	2.936	C003454
431.34074_3.24	HILIC_POS	431.34074	3.24	C003455
281.10534_1.793	HILIC_POS	281.10534	1.793	C003456
423.21117_3.442	HILIC_POS	423.21117	3.442	C003457
407.07915_1.163	HILIC_POS	407.07915	1.163	C003458
422.24202_3.814	HILIC_POS	422.24202	3.814	C003459
522.15074_3.009	HILIC_POS	522.15074	3.009	C003460
259.11707_3.529	HILIC_POS	259.11707	3.529	C003461
241.12329_3.946	HILIC_POS	241.12329	3.946	C003462
481.15953_3.414	HILIC_POS	481.15953	3.414	C003463
431.3039_2.993	HILIC_POS	431.3039	2.993	C003464
152.04738_1.058	HILIC_POS	152.04738	1.058	C003465
448.2248_3.902	HILIC_POS	448.2248	3.902	C003466
356.10859_1.402	HILIC_POS	356.10859	1.402	C003467
328.05658_2.893	HILIC_POS	328.05658	2.893	C003468
569.22818_2.247	HILIC_POS	569.22818	2.247	C003469
133.07317_3.922	HILIC_POS	133.07317	3.922	C003470
153.07893_0.622	HILIC_POS	153.07893	0.622	C003471
218.10535_2.969	HILIC_POS	218.10535	2.969	C003472
398.22686_3.519	HILIC_POS	398.22686	3.519	C003473
338.15936_3.052	HILIC_POS	338.15936	3.052	C003474
171.16713_3.504	HILIC_POS	171.16713	3.504	C003475
435.18983_0.64	HILIC_POS	435.18983	0.64	C003476
155.05808_1.558	HILIC_POS	155.05808	1.558	C003477
111.10519_4.85	HILIC_POS	111.10519	4.85	C003478
412.12472_1.717	HILIC_POS	412.12472	1.717	C003479
280.06915_3.33	HILIC_POS	280.06915	3.33	C003480
104.05897_1.579	HILIC_POS	104.05897	1.579	C003481
429.28878_3.299	HILIC_POS	429.28878	3.299	C003482
1427.89745_4.528	HILIC_POS	1427.89745	4.528	C003483
221.03595_0.992	HILIC_POS	221.03595	0.992	C003484
164.03076_1.861	HILIC_POS	164.03076	1.861	C003485
292.17888_3.875	HILIC_POS	292.17888	3.875	C003486
110.05634_0.592	HILIC_POS	110.05634	0.592	C003487
409.28356_3.616	HILIC_POS	409.28356	3.616	C003488
110.07348_2.947	HILIC_POS	110.07348	2.947	C003489
415.15931_2.678	HILIC_POS	415.15931	2.678	C003490
120.05774_1.55	HILIC_POS	120.05774	1.55	C003491
149.0841_4.181	HILIC_POS	149.0841	4.181	C003492
574.33159_3.604	HILIC_POS	574.33159	3.604	C003493
699.33286_2.329	HILIC_POS	699.33286	2.329	C003494
189.07894_3.695	HILIC_POS	189.07894	3.695	C003495
270.19828_0.653	HILIC_POS	270.19828	0.653	C003496
108.09427_0.888	HILIC_POS	108.09427	0.888	C003497
282.06749_0.762	HILIC_POS	282.06749	0.762	C003498
418.05794_2.879	HILIC_POS	418.05794	2.879	C003499
390.10402_3.468	HILIC_POS	390.10402	3.468	C003500
220.02076_1.035	HILIC_POS	220.02076	1.035	C003501
535.15559_1.826	HILIC_POS	535.15559	1.826	C003502
278.12704_3.503	HILIC_POS	278.12704	3.503	C003503
82.05373_5.356	HILIC_POS	82.05373	5.356	C003504
189.08998_0.846	HILIC_POS	189.08998	0.846	C003505
392.14503_1.233	HILIC_POS	392.14503	1.233	C003506
479.13882_2.499	HILIC_POS	479.13882	2.499	C003507
148.0272_1.366	HILIC_POS	148.0272	1.366	C003508
438.18715_1.413	HILIC_POS	438.18715	1.413	C003509
206.09781_3.127	HILIC_POS	206.09781	3.127	C003510
272.05218_1.28	HILIC_POS	272.05218	1.28	C003511
163.04543_4.26	HILIC_POS	163.04543	4.26	C003512
222.08931_1.086	HILIC_POS	222.08931	1.086	C003513
1461.97785_4.533	HILIC_POS	1461.97785	4.533	C003514
169.05616_3.934	HILIC_POS	169.05616	3.934	C003515
549.17149_1.854	HILIC_POS	549.17149	1.854	C003516
340.06424_0.812	HILIC_POS	340.06424	0.812	C003517
391.27273_3.594	HILIC_POS	391.27273	3.594	C003518
409.19655_3.015	HILIC_POS	409.19655	3.015	C003519
712.06017_0.776	HILIC_POS	712.06017	0.776	C003520
104.04783_0.932	HILIC_POS	104.04783	0.932	C003521
723.38921_3.798	HILIC_POS	723.38921	3.798	C003522
264.0414_0.72	HILIC_POS	264.0414	0.72	C003523
335.05625_1.17	HILIC_POS	335.05625	1.17	C003524
181.10793_4.621	HILIC_POS	181.10793	4.621	C003525
155.05672_1.914	HILIC_POS	155.05672	1.914	C003526
105.05823_1.004	HILIC_POS	105.05823	1.004	C003527
406.16074_2.258	HILIC_POS	406.16074	2.258	C003528
144.1263_6.764	HILIC_POS	144.1263	6.764	C003529
292.0922_3.707	HILIC_POS	292.0922	3.707	C003530
309.11866_3.709	HILIC_POS	309.11866	3.709	C003531
514.16682_2.666	HILIC_POS	514.16682	2.666	C003532
261.03079_2.889	HILIC_POS	261.03079	2.889	C003533
76.03546_4.938	HILIC_POS	76.03546	4.938	C003534
554.13763_1.568	HILIC_POS	554.13763	1.568	C003535
246.13279_3.929	HILIC_POS	246.13279	3.929	C003536
112.10041_4.261	HILIC_POS	112.10041	4.261	C003537
179.05333_4.43	HILIC_POS	179.05333	4.43	C003538
303.14339_3.647	HILIC_POS	303.14339	3.647	C003539
172.12322_3.502	HILIC_POS	172.12322	3.502	C003540
308.17077_2.818	HILIC_POS	308.17077	2.818	C003541
569.30299_0.635	HILIC_POS	569.30299	0.635	C003542
149.07025_3.129	HILIC_POS	149.07025	3.129	C003543
401.26431_4.173	HILIC_POS	401.26431	4.173	C003544
253.05399_0.826	HILIC_POS	253.05399	0.826	C003545
569.11687_0.827	HILIC_POS	569.11687	0.827	C003546
137.08413_5.01	HILIC_POS	137.08413	5.01	C003547
445.23163_1.516	HILIC_POS	445.23163	1.516	C003548
224.06253_1.351	HILIC_POS	224.06253	1.351	C003549
275.01032_0.899	HILIC_POS	275.01032	0.899	C003550
212.05374_0.959	HILIC_POS	212.05374	0.959	C003551
1134.96963_4.531	HILIC_POS	1134.96963	4.531	C003552
249.15776_5.283	HILIC_POS	249.15776	5.283	C003553
253.0951_0.907	HILIC_POS	253.0951	0.907	C003554
184.06367_1.606	HILIC_POS	184.06367	1.606	C003555
589.2953_3.224	HILIC_POS	589.2953	3.224	C003556
678.28697_2.21	HILIC_POS	678.28697	2.21	C003557
516.00487_4.54	HILIC_POS	516.00487	4.54	C003558
76.0662_4.413	HILIC_POS	76.0662	4.413	C003559
220.10961_0.889	HILIC_POS	220.10961	0.889	C003560
203.07956_3.099	HILIC_POS	203.07956	3.099	C003561
89.08469_3.874	HILIC_POS	89.08469	3.874	C003562
382.23592_1.471	HILIC_POS	382.23592	1.471	C003563
414.20445_0.848	HILIC_POS	414.20445	0.848	C003564
479.17963_2.902	HILIC_POS	479.17963	2.902	C003565
436.17154_1.432	HILIC_POS	436.17154	1.432	C003566
160.05587_3.35	HILIC_POS	160.05587	3.35	C003567
115.04223_1.806	HILIC_POS	115.04223	1.806	C003568
290.10884_2.899	HILIC_POS	290.10884	2.899	C003569
304.09157_3.7	HILIC_POS	304.09157	3.7	C003570
261.05651_4.433	HILIC_POS	261.05651	4.433	C003571
522.18221_2.179	HILIC_POS	522.18221	2.179	C003572
932.58958_3.313	HILIC_POS	932.58958	3.313	C003573
279.06783_0.721	HILIC_POS	279.06783	0.721	C003574
441.2038_0.764	HILIC_POS	441.2038	0.764	C003575
534.13526_1.554	HILIC_POS	534.13526	1.554	C003576
1779.87078_4.535	HILIC_POS	1779.87078	4.535	C003577
390.15406_3.546	HILIC_POS	390.15406	3.546	C003578
397.22154_3.509	HILIC_POS	397.22154	3.509	C003579
508.156_1.551	HILIC_POS	508.156	1.551	C003580
270.08553_2.604	HILIC_POS	270.08553	2.604	C003581
188.0309_1.214	HILIC_POS	188.0309	1.214	C003582
412.21022_0.891	HILIC_POS	412.21022	0.891	C003583
185.04775_0.65	HILIC_POS	185.04775	0.65	C003584
270.09653_3.943	HILIC_POS	270.09653	3.943	C003585
352.12085_4.159	HILIC_POS	352.12085	4.159	C003586
154.11054_1.184	HILIC_POS	154.11054	1.184	C003587
371.18846_5.836	HILIC_POS	371.18846	5.836	C003588
237.06726_3.374	HILIC_POS	237.06726	3.374	C003589
105.07941_3.585	HILIC_POS	105.07941	3.585	C003590
84.02183_4.001	HILIC_POS	84.02183	4.001	C003591
280.10614_3.569	HILIC_POS	280.10614	3.569	C003592
184.04824_2.18	HILIC_POS	184.04824	2.18	C003593
107.0486_5.027	HILIC_POS	107.0486	5.027	C003594
94.01731_3.514	HILIC_POS	94.01731	3.514	C003595
192.15131_2.632	HILIC_POS	192.15131	2.632	C003596
254.12687_3.235	HILIC_POS	254.12687	3.235	C003597
260.13727_3.796	HILIC_POS	260.13727	3.796	C003598
341.15313_1.587	HILIC_POS	341.15313	1.587	C003599
155.13109_3.549	HILIC_POS	155.13109	3.549	C003600
135.06842_4.017	HILIC_POS	135.06842	4.017	C003601
152.08367_0.886	HILIC_POS	152.08367	0.886	C003602
272.17355_2.914	HILIC_POS	272.17355	2.914	C003603
215.05344_3.106	HILIC_POS	215.05344	3.106	C003604
404.19492_3.969	HILIC_POS	404.19492	3.969	C003605
140.08357_2.048	HILIC_POS	140.08357	2.048	C003606
222.13688_3.045	HILIC_POS	222.13688	3.045	C003607
366.31367_0.849	HILIC_POS	366.31367	0.849	C003608
163.0303_3.091	HILIC_POS	163.0303	3.091	C003609
109.06435_3.661	HILIC_POS	109.06435	3.661	C003610
341.16651_3.691	HILIC_POS	341.16651	3.691	C003611
112.05167_2.601	HILIC_POS	112.05167	2.601	C003612
1786.11494_3.957	HILIC_POS	1786.11494	3.957	C003613
380.24268_3.215	HILIC_POS	380.24268	3.215	C003614
308.1487_3.182	HILIC_POS	308.1487	3.182	C003615
383.14332_3.09	HILIC_POS	383.14332	3.09	C003616
75.06921_4.008	HILIC_POS	75.06921	4.008	C003617
206.10566_4.751	HILIC_POS	206.10566	4.751	C003618
341.20601_3.48	HILIC_POS	341.20601	3.48	C003619
693.9807_4.72	HILIC_POS	693.9807	4.72	C003620
91.04277_1.712	HILIC_POS	91.04277	1.712	C003621
107.04088_3.692	HILIC_POS	107.04088	3.692	C003622
182.03607_2.308	HILIC_POS	182.03607	2.308	C003623
179.06169_1.069	HILIC_POS	179.06169	1.069	C003624
170.13053_1.92	HILIC_POS	170.13053	1.92	C003625
843.01637_4.523	HILIC_POS	843.01637	4.523	C003626
328.15315_0.899	HILIC_POS	328.15315	0.899	C003627
238.14315_5.235	HILIC_POS	238.14315	5.235	C003628
190.13572_0.852	HILIC_POS	190.13572	0.852	C003629
260.08336_3.11	HILIC_POS	260.08336	3.11	C003630
383.26756_3.707	HILIC_POS	383.26756	3.707	C003631
1649.94419_4.555	HILIC_POS	1649.94419	4.555	C003632
376.11581_3.167	HILIC_POS	376.11581	3.167	C003633
330.21974_2.917	HILIC_POS	330.21974	2.917	C003634
119.03724_1.548	HILIC_POS	119.03724	1.548	C003635
362.11498_3.917	HILIC_POS	362.11498	3.917	C003636
717.94215_4.599	HILIC_POS	717.94215	4.599	C003637
157.074_3.161	HILIC_POS	157.074	3.161	C003638
88.06435_2.25	HILIC_POS	88.06435	2.25	C003639
205.09495_1.29	HILIC_POS	205.09495	1.29	C003640
215.07938_2.302	HILIC_POS	215.07938	2.302	C003641
153.07895_3.96	HILIC_POS	153.07895	3.96	C003642
413.20506_0.858	HILIC_POS	413.20506	0.858	C003643
695.358_3.572	HILIC_POS	695.358	3.572	C003644
479.13985_2.509	HILIC_POS	479.13985	2.509	C003645
230.10926_5.04	HILIC_POS	230.10926	5.04	C003646
194.10542_3.256	HILIC_POS	194.10542	3.256	C003647
329.8117_4.692	HILIC_POS	329.8117	4.692	C003648
192.08998_3.457	HILIC_POS	192.08998	3.457	C003649
173.06876_1.298	HILIC_POS	173.06876	1.298	C003650
145.0528_3.437	HILIC_POS	145.0528	3.437	C003651
211.14182_1.198	HILIC_POS	211.14182	1.198	C003652
209.10512_0.634	HILIC_POS	209.10512	0.634	C003653
393.16515_2.95	HILIC_POS	393.16515	2.95	C003654
400.12347_1.936	HILIC_POS	400.12347	1.936	C003655
199.08448_0.66	HILIC_POS	199.08448	0.66	C003656
256.06298_1.293	HILIC_POS	256.06298	1.293	C003657
457.34065_0.867	HILIC_POS	457.34065	0.867	C003658
120.06113_4.928	HILIC_POS	120.06113	4.928	C003659
389.18624_0.803	HILIC_POS	389.18624	0.803	C003660
262.13209_3.472	HILIC_POS	262.13209	3.472	C003661
268.1424_3.83	HILIC_POS	268.1424	3.83	C003662
431.91455_4.468	HILIC_POS	431.91455	4.468	C003663
174.11572_3.567	HILIC_POS	174.11572	3.567	C003664
702.56825_3.49	HILIC_POS	702.56825	3.49	C003665
149.12044_3.937	HILIC_POS	149.12044	3.937	C003666
462.15053_1.704	HILIC_POS	462.15053	1.704	C003667
141.07905_5.723	HILIC_POS	141.07905	5.723	C003668
200.1201_3.131	HILIC_POS	200.1201	3.131	C003669
212.09073_3.672	HILIC_POS	212.09073	3.672	C003670
174.04041_1.648	HILIC_POS	174.04041	1.648	C003671
187.07434_0.838	HILIC_POS	187.07434	0.838	C003672
92.05077_4.962	HILIC_POS	92.05077	4.962	C003673
244.05192_3.044	HILIC_POS	244.05192	3.044	C003674
86.05678_1.184	HILIC_POS	86.05678	1.184	C003675
412.10903_2.752	HILIC_POS	412.10903	2.752	C003676
215.05585_3.987	HILIC_POS	215.05585	3.987	C003677
545.39331_1.006	HILIC_POS	545.39331	1.006	C003678
89.08472_3.948	HILIC_POS	89.08472	3.948	C003679
351.11165_0.799	HILIC_POS	351.11165	0.799	C003680
178.02661_0.657	HILIC_POS	178.02661	0.657	C003681
667.28775_2.919	HILIC_POS	667.28775	2.919	C003682
144.08987_3.67	HILIC_POS	144.08987	3.67	C003683
182.04963_1.853	HILIC_POS	182.04963	1.853	C003684
315.20482_3.787	HILIC_POS	315.20482	3.787	C003685
411.20261_0.837	HILIC_POS	411.20261	0.837	C003686
340.04091_1.392	HILIC_POS	340.04091	1.392	C003687
177.02823_3.018	HILIC_POS	177.02823	3.018	C003688
126.04309_0.936	HILIC_POS	126.04309	0.936	C003689
156.08983_1.668	HILIC_POS	156.08983	1.668	C003690
465.18022_0.762	HILIC_POS	465.18022	0.762	C003691
307.12682_1.236	HILIC_POS	307.12682	1.236	C003692
132.07866_3.495	HILIC_POS	132.07866	3.495	C003693
230.09011_3.771	HILIC_POS	230.09011	3.771	C003694
747.75674_4.735	HILIC_POS	747.75674	4.735	C003695
303.2931_3.342	HILIC_POS	303.2931	3.342	C003696
502.19576_3.136	HILIC_POS	502.19576	3.136	C003697
246.0507_3.199	HILIC_POS	246.0507	3.199	C003698
166.11057_1.204	HILIC_POS	166.11057	1.204	C003699
524.17621_1.748	HILIC_POS	524.17621	1.748	C003700
566.10613_0.819	HILIC_POS	566.10613	0.819	C003701
211.05913_2.633	HILIC_POS	211.05913	2.633	C003702
166.0342_0.99	HILIC_POS	166.0342	0.99	C003703
332.06819_0.991	HILIC_POS	332.06819	0.991	C003704
343.27276_3.628	HILIC_POS	343.27276	3.628	C003705
131.05917_3.924	HILIC_POS	131.05917	3.924	C003706
627.15971_1.953	HILIC_POS	627.15971	1.953	C003707
83.03781_3.364	HILIC_POS	83.03781	3.364	C003708
257.03934_3.56	HILIC_POS	257.03934	3.56	C003709
129.01755_1.032	HILIC_POS	129.01755	1.032	C003710
328.21115_2.935	HILIC_POS	328.21115	2.935	C003711
540.2428_0.848	HILIC_POS	540.2428	0.848	C003712
122.01975_1.923	HILIC_POS	122.01975	1.923	C003713
332.06821_0.923	HILIC_POS	332.06821	0.923	C003714
298.22977_0.651	HILIC_POS	298.22977	0.651	C003715
264.0781_3.64	HILIC_POS	264.0781	3.64	C003716
373.11968_0.978	HILIC_POS	373.11968	0.978	C003717
631.11724_0.796	HILIC_POS	631.11724	0.796	C003718
471.17321_2.498	HILIC_POS	471.17321	2.498	C003719
242.12657_1.316	HILIC_POS	242.12657	1.316	C003720
262.08917_3.127	HILIC_POS	262.08917	3.127	C003721
166.09945_2.652	HILIC_POS	166.09945	2.652	C003722
346.19719_1.106	HILIC_POS	346.19719	1.106	C003723
443.18001_3.39	HILIC_POS	443.18001	3.39	C003724
87.08031_5.512	HILIC_POS	87.08031	5.512	C003725
83.90471_4.701	HILIC_POS	83.90471	4.701	C003726
274.09898_3.136	HILIC_POS	274.09898	3.136	C003727
126.11578_6.025	HILIC_POS	126.11578	6.025	C003728
388.12342_2.291	HILIC_POS	388.12342	2.291	C003729
507.17498_0.902	HILIC_POS	507.17498	0.902	C003730
561.20742_1.702	HILIC_POS	561.20742	1.702	C003731
319.14562_0.77	HILIC_POS	319.14562	0.77	C003732
210.13687_0.926	HILIC_POS	210.13687	0.926	C003733
166.06295_0.617	HILIC_POS	166.06295	0.617	C003734
347.23122_4.072	HILIC_POS	347.23122	4.072	C003735
437.85181_4.662	HILIC_POS	437.85181	4.662	C003736
256.08059_1.344	HILIC_POS	256.08059	1.344	C003737
389.13296_3.405	HILIC_POS	389.13296	3.405	C003738
308.1263_0.888	HILIC_POS	308.1263	0.888	C003739
293.03904_0.648	HILIC_POS	293.03904	0.648	C003740
234.10068_2.5	HILIC_POS	234.10068	2.5	C003741
635.93918_4.6	HILIC_POS	635.93918	4.6	C003742
117.11568_4.826	HILIC_POS	117.11568	4.826	C003743
294.15847_3.309	HILIC_POS	294.15847	3.309	C003744
821.77202_4.733	HILIC_POS	821.77202	4.733	C003745
314.18868_0.915	HILIC_POS	314.18868	0.915	C003746
268.05191_1.242	HILIC_POS	268.05191	1.242	C003747
623.31715_2.235	HILIC_POS	623.31715	2.235	C003748
400.12328_2.016	HILIC_POS	400.12328	2.016	C003749
99.0802_5.258	HILIC_POS	99.0802	5.258	C003750
224.13141_3.431	HILIC_POS	224.13141	3.431	C003751
123.05216_3.369	HILIC_POS	123.05216	3.369	C003752
367.1489_2.939	HILIC_POS	367.1489	2.939	C003753
402.12526_1.07	HILIC_POS	402.12526	1.07	C003754
154.03781_3.536	HILIC_POS	154.03781	3.536	C003755
102.03215_3.703	HILIC_POS	102.03215	3.703	C003756
1874.16648_4.003	HILIC_POS	1874.16648	4.003	C003757
183.06404_1.864	HILIC_POS	183.06404	1.864	C003758
611.2444_1.749	HILIC_POS	611.2444	1.749	C003759
433.15907_3.099	HILIC_POS	433.15907	3.099	C003760
635.93901_4.722	HILIC_POS	635.93901	4.722	C003761
198.13681_3.614	HILIC_POS	198.13681	3.614	C003762
1918.19389_4.009	HILIC_POS	1918.19389	4.009	C003763
1769.08682_3.954	HILIC_POS	1769.08682	3.954	C003764
446.19089_2.643	HILIC_POS	446.19089	2.643	C003765
173.11641_3.633	HILIC_POS	173.11641	3.633	C003766
390.12935_1.372	HILIC_POS	390.12935	1.372	C003767
75.06919_1.238	HILIC_POS	75.06919	1.238	C003768
283.09169_2.654	HILIC_POS	283.09169	2.654	C003769
122.08462_4.78	HILIC_POS	122.08462	4.78	C003770
456.2123_1.229	HILIC_POS	456.2123	1.229	C003771
364.18624_3.489	HILIC_POS	364.18624	3.489	C003772
155.10579_2.093	HILIC_POS	155.10579	2.093	C003773
141.05509_3.649	HILIC_POS	141.05509	3.649	C003774
187.04693_2.17	HILIC_POS	187.04693	2.17	C003775
364.1386_3.522	HILIC_POS	364.1386	3.522	C003776
1240.77277_3.639	HILIC_POS	1240.77277	3.639	C003777
225.08209_1.412	HILIC_POS	225.08209	1.412	C003778
395.23128_3.92	HILIC_POS	395.23128	3.92	C003779
510.27703_4.208	HILIC_POS	510.27703	4.208	C003780
459.27352_3.248	HILIC_POS	459.27352	3.248	C003781
655.19433_3.473	HILIC_POS	655.19433	3.473	C003782
359.12228_3.435	HILIC_POS	359.12228	3.435	C003783
364.22546_0.641	HILIC_POS	364.22546	0.641	C003784
212.10212_2.729	HILIC_POS	212.10212	2.729	C003785
340.07322_0.638	HILIC_POS	340.07322	0.638	C003786
220.05624_0.897	HILIC_POS	220.05624	0.897	C003787
311.20171_3.739	HILIC_POS	311.20171	3.739	C003788
258.15792_3.729	HILIC_POS	258.15792	3.729	C003789
507.06648_4.424	HILIC_POS	507.06648	4.424	C003790
1284.79868_3.69	HILIC_POS	1284.79868	3.69	C003791
443.37284_0.859	HILIC_POS	443.37284	0.859	C003792
303.11097_2.68	HILIC_POS	303.11097	2.68	C003793
236.17705_0.88	HILIC_POS	236.17705	0.88	C003794
244.1063_3.318	HILIC_POS	244.1063	3.318	C003795
323.14857_3.203	HILIC_POS	323.14857	3.203	C003796
1725.06002_3.938	HILIC_POS	1725.06002	3.938	C003797
205.07381_1.255	HILIC_POS	205.07381	1.255	C003798
1196.74546_3.621	HILIC_POS	1196.74546	3.621	C003799
310.15338_3.377	HILIC_POS	310.15338	3.377	C003800
1488.27956_0.613	HILIC_POS	1488.27956	0.613	C003801
287.11181_3.87	HILIC_POS	287.11181	3.87	C003802
138.05422_3.063	HILIC_POS	138.05422	3.063	C003803
201.04056_2.595	HILIC_POS	201.04056	2.595	C003804
543.21098_1.295	HILIC_POS	543.21098	1.295	C003805
378.07812_3.082	HILIC_POS	378.07812	3.082	C003806
569.91023_4.618	HILIC_POS	569.91023	4.618	C003807
82.05386_3.727	HILIC_POS	82.05386	3.727	C003808
359.26721_3.805	HILIC_POS	359.26721	3.805	C003809
88.02796_3.028	HILIC_POS	88.02796	3.028	C003810
174.14084_0.913	HILIC_POS	174.14084	0.913	C003811
588.12652_2.552	HILIC_POS	588.12652	2.552	C003812
772.06985_2.931	HILIC_POS	772.06985	2.931	C003813
200.01775_1.131	HILIC_POS	200.01775	1.131	C003814
169.9625_0.929	HILIC_POS	169.9625	0.929	C003815
193.04088_3.721	HILIC_POS	193.04088	3.721	C003816
172.12327_3.543	HILIC_POS	172.12327	3.543	C003817
167.11574_1.139	HILIC_POS	167.11574	1.139	C003818
179.05319_4.535	HILIC_POS	179.05319	4.535	C003819
1830.14061_3.979	HILIC_POS	1830.14061	3.979	C003820
355.13559_1.506	HILIC_POS	355.13559	1.506	C003821
287.08282_0.752	HILIC_POS	287.08282	0.752	C003822
1742.08865_3.924	HILIC_POS	1742.08865	3.924	C003823
919.92384_2.724	HILIC_POS	919.92384	2.724	C003824
100.02787_1.133	HILIC_POS	100.02787	1.133	C003825
113.10368_2.804	HILIC_POS	113.10368	2.804	C003826
315.09598_3.532	HILIC_POS	315.09598	3.532	C003827
280.11055_0.924	HILIC_POS	280.11055	0.924	C003828
1681.03408_3.894	HILIC_POS	1681.03408	3.894	C003829
369.0258_0.63	HILIC_POS	369.0258	0.63	C003830
1663.78244_4.536	HILIC_POS	1663.78244	4.536	C003831
324.16885_4.014	HILIC_POS	324.16885	4.014	C003832
335.13322_3.992	HILIC_POS	335.13322	3.992	C003833
262.14205_2.975	HILIC_POS	262.14205	2.975	C003834
457.06143_0.668	HILIC_POS	457.06143	0.668	C003835
410.19466_1.538	HILIC_POS	410.19466	1.538	C003836
116.0952_1.592	HILIC_POS	116.0952	1.592	C003837
97.05337_3.109	HILIC_POS	97.05337	3.109	C003838
242.15185_3.703	HILIC_POS	242.15185	3.703	C003839
373.07769_0.917	HILIC_POS	373.07769	0.917	C003840
268.13094_3.031	HILIC_POS	268.13094	3.031	C003841
642.39897_3.673	HILIC_POS	642.39897	3.673	C003842
358.18561_3.597	HILIC_POS	358.18561	3.597	C003843
200.02558_0.991	HILIC_POS	200.02558	0.991	C003844
198.03661_3.221	HILIC_POS	198.03661	3.221	C003845
146.07083_3.677	HILIC_POS	146.07083	3.677	C003846
347.01255_1.418	HILIC_POS	347.01255	1.418	C003847
239.12713_3.552	HILIC_POS	239.12713	3.552	C003848
401.25307_4.281	HILIC_POS	401.25307	4.281	C003849
141.07894_2.209	HILIC_POS	141.07894	2.209	C003850
373.23304_4.073	HILIC_POS	373.23304	4.073	C003851
196.13246_3.057	HILIC_POS	196.13246	3.057	C003852
452.20238_1.499	HILIC_POS	452.20238	1.499	C003853
96.06931_3.998	HILIC_POS	96.06931	3.998	C003854
398.09374_2.69	HILIC_POS	398.09374	2.69	C003855
1901.16461_4.016	HILIC_POS	1901.16461	4.016	C003856
379.13545_1.855	HILIC_POS	379.13545	1.855	C003857
134.048_0.651	HILIC_POS	134.048	0.651	C003858
164.05069_4.069	HILIC_POS	164.05069	4.069	C003859
709.9549_4.616	HILIC_POS	709.9549	4.616	C003860
200.02556_0.919	HILIC_POS	200.02556	0.919	C003861
477.1642_2.062	HILIC_POS	477.1642	2.062	C003862
976.61597_3.373	HILIC_POS	976.61597	3.373	C003863
200.02559_1.029	HILIC_POS	200.02559	1.029	C003864
114.01414_1.867	HILIC_POS	114.01414	1.867	C003865
345.11745_3.75	HILIC_POS	345.11745	3.75	C003866
359.35562_3.287	HILIC_POS	359.35562	3.287	C003867
487.9071_4.619	HILIC_POS	487.9071	4.619	C003868
260.15261_3.612	HILIC_POS	260.15261	3.612	C003869
567.22956_2.242	HILIC_POS	567.22956	2.242	C003870
383.07008_1.021	HILIC_POS	383.07008	1.021	C003871
1945.19036_4.049	HILIC_POS	1945.19036	4.049	C003872
1328.8248_3.698	HILIC_POS	1328.8248	3.698	C003873
317.12263_3.858	HILIC_POS	317.12263	3.858	C003874
232.05174_1.363	HILIC_POS	232.05174	1.363	C003875
1857.13858_3.998	HILIC_POS	1857.13858	3.998	C003876
407.216_1.506	HILIC_POS	407.216	1.506	C003877
194.04169_1.134	HILIC_POS	194.04169	1.134	C003878
