compound_id	BIOCHEMICAL	PLATFORM	CHEMICAL ID	RI	MASS	PUBCHEM	CAS	KEGG
CPD000558	leucylglycine	LC/MS Pos Early	100003185	2778	189.1234	79070	686-50-0	
CPD000559	levetiracetam	LC/MS Pos Early	100015873	1925	171.1128	5284583	102767-28-2	D00709,C07841
CPD000560	levulinoylcarnitine	LC/MS Pos Early	100021140	2520	260.1493			
CPD000561	lignoceroylcarnitine (C24)*	LC/MS Pos Late	100015834	1603	512.4673			
CPD000562	linoleate (18:2n6)	LC/MS Neg	180	5535	279.233	5280450	60-33-3	C01595
CPD000563	linolenate (18:3n3 or 3n6)	LC/MS Neg	100001337	5450	277.2173	5280934		C06426
CPD000564	linolenoylcarnitine (C18:3)*	LC/MS Pos Late	100015831	1310	422.3265			
CPD000565	linoleoylcarnitine (C18:2)*	LC/MS Pos Late	100003151	1430	424.3421	6450015	36816-10-1	
CPD000566	linoleoylcholine*	LC/MS Pos Late	100015760	1388	366.3367			
CPD000567	lithocholate sulfate (1)	LC/MS Neg	100020823	4811	227.12			
CPD000568	lopinavir	LC/MS Pos Late	100020932	1308	629.3698	92727	192725-17-0	D01425
CPD000569	losartan	LC/MS Pos Late	100020909	910	423.1695		114798-26-4	
CPD000570	lysine	LC/MS Pos Early	407	2850	147.1128	5962	56-87-1	C00047
CPD000571	m-tyramine sulfate	LC/MS Neg	100006104	1723	216.0336		175727-14-7	
CPD000572	malate	LC/MS Neg	409	615.6	133.0143	525	6915-15-7	C00149
CPD000573	maleate	LC/MS Polar	100000707	2640	115.0037	444266	110-16-7	C01384
CPD000574	malonate	LC/MS Polar	818	3447	103.0037	867	141-82-2;26522-22-85-0	C00383
CPD000575	malonylcarnitine	LC/MS Pos Early	100001526	2086	248.1129	22833583	853728-01-5	
CPD000576	maltol sulfate	LC/MS Neg	100006106	1503	204.9812			
CPD000577	maltose	LC/MS Polar	913	3329.4	387.1144	10991489	6363-53-7	C00208
CPD000578	mannitol/sorbitol	LC/MS Polar	100001740	2320	181.0718	5780		C00794
CPD000579	mannonate*	LC/MS Polar	100003695	2736	195.051	3246006	642-99-9	
CPD000580	mannose	LC/MS Polar	803	2200	225.0616	18950	3458-28-4	C00159
CPD000581	maraviroc	LC/MS Pos Late	100020933	875	514.3352	3002977	376348-65-1	D06670
CPD000582	margarate (17:0)	LC/MS Neg	891	5731	269.2486	10465	506-12-7	
CPD000583	margaroylcarnitine (C17)*	LC/MS Pos Late	100004054	1424	414.3578		106182-29-0	
CPD000584	mead acid (20:3n9)	LC/MS Neg	100001472	5650	305.2486	5312531	20590-32-3	
CPD000585	metabolonic lactone sulfate	LC/MS Neg	100021331	4802	427.216			
CPD000586	metformin	LC/MS Pos Early	100002405	2817	130.1087	4091	1115-70-4	C07151
CPD000587	methionine	LC/MS Pos Early	415	2526	150.0583	6137	63-68-3	C00073
CPD000588	methionine sulfone	LC/MS Pos Early	100004635	1250	182.0482	69961	820-10-0	
CPD000589	methionine sulfoxide	LC/MS Pos Early	100000039	1272	166.0533	158980	3226-65-1	C02989
CPD000590	methyl glucopyranoside (alpha + beta)	LC/MS Neg	100005864	1070	193.0718			
CPD000591	methyl indole-3-acetate	LC/MS Pos Early	1104	3380	190.0863	74706	1912-33-0	
CPD000592	methyl vanillate sulfate	LC/MS Neg	100020622	2933	261.0074			
CPD000593	methyl-4-hydroxybenzoate sulfate	LC/MS Neg	100006116	2873	230.9969			
CPD000594	methylmalonate (MMA)	LC/MS Polar	418	3078.4	117.0193	487	516-05-2	C02170
CPD000595	methylsuccinate	LC/MS Polar	2051	2800	131.035	10349	498-21-5	
CPD000596	methylsuccinoylcarnitine	LC/MS Pos Early	100009275	2589	276.1442			
CPD000597	metoprolol	LC/MS Pos Early	2028	3312	268.1907	4171	56392-17-7	D02358
CPD000598	metoprolol acid metabolite*	LC/MS Pos Early	100001385	2950	268.1543	62936	56392-14-4	
CPD000599	myo-inositol	LC/MS Polar	363	3506.3	225.0616	892	87-89-8	C00137
CPD000600	myristate (14:0)	LC/MS Neg	519	5440	227.2017	11005	544-63-8	C06424
CPD000601	myristoleate (14:1n5)	LC/MS Neg	100001198	5346.9	225.186	5281119	544-64-9	C08322
CPD000602	myristoleoylcarnitine (C14:1)*	LC/MS Pos Late	100006051	1316	370.2947	90659872	889848-55-9	
CPD000603	myristoylcarnitine (C14)	LC/MS Pos Late	100001270	1350	372.3108	6426854	18822-89-4	
CPD000604	N,N,N-trimethyl-5-aminovalerate	LC/MS Pos Early	100015962	2186	160.1332	14274897		
CPD000605	N,N,N-trimethyl-alanylproline betaine (TMAP)	LC/MS Pos Early	100020217	2470	229.1547			
CPD000606	N,N-dimethyl-5-aminovalerate	LC/MS Pos Early	100020842	2290	146.1176			
CPD000607	N,N-dimethylalanine	LC/MS Pos Early	100020371	1370	118.0863	5488191	2812-31-9	
CPD000608	N,O-didesmethylvenlafaxine glucuronide	LC/MS Pos Early	100006001	2902	426.2123		1021933-99-2	
CPD000609	N-(2-furoyl)glycine	LC/MS Polar	100001086	1230	168.0302	21863	5657-19-2;5657-19-2	
CPD000610	N-acetyl-1-methylhistidine*	LC/MS Pos Early	100004299	2100	212.1028	53859791		
CPD000611	N-acetyl-2-aminooctanoate*	LC/MS Neg	100020204	3943	200.1292	95555		
CPD000612	N-acetyl-3-methylhistidine*	LC/MS Neg	100002204	1360	210.0884	193270	37841-04-6	
CPD000613	N-acetyl-aspartyl-glutamate (NAAG)	LC/MS Pos Early	100001612	1035	305.098	5255	3106-85-2	C12270
CPD000614	N-acetyl-beta-alanine	LC/MS Neg	100002102	773	130.051	76406	3025-95-4	C01073
CPD000615	N-acetyl-isoputreanine	LC/MS Pos Early	100020487	2305	203.139	131802901		
CPD000616	N-acetyl-S-allyl-L-cysteine	LC/MS Neg	100005818	2237	202.0543	152467	23127-41-5	
CPD000617	N-acetylalanine	LC/MS Polar	1110	1564.8	130.051	88064	97-69-8	C02847
CPD000618	N-acetylalliin	LC/MS Neg	100005367	1410	218.0493			
CPD000619	N-acetylarginine	LC/MS Pos Early	100001266	2245	217.1295	67427	155-84-0	C02562
CPD000620	N-acetylasparagine	LC/MS Polar	100001257	2250	173.0568	99715	4033-40-3	
CPD000621	N-acetylaspartate (NAA)	LC/MS Polar	100000787	3143	174.0408	65065	997-55-7;997-55-7	C01042
CPD000622	N-acetylcarnosine	LC/MS Neg	100004046	1235	267.1099	9903482	56353-15-2	
CPD000623	N-acetylcitrulline	LC/MS Neg	100001577	940	216.099	656979	33965-42-3	C15532
CPD000624	N-acetylglucosamine/N-acetylgalactosamine	LC/MS Pos Early	100006435	715	222.0972			
CPD000625	N-acetylglucosaminylasparagine	LC/MS Pos Early	1215	1212	336.1402	123826	2776-93-4	C04540
CPD000626	N-acetylglutamate	LC/MS Polar	100000282	3106	188.0564	70914	8/3/5817	C00624
CPD000627	N-acetylglutamine	LC/MS Polar	100001253	2140	187.0724	182230	2490-97-3	C02716
CPD000628	N-acetylglycine	LC/MS Pos Early	100001006	826	118.0499	10972	543-24-8	
CPD000629	N-acetylhistidine	LC/MS Polar	100001293	2088	196.0728	75619	39145-52-3	C02997
CPD000630	N-acetylisoleucine	LC/MS Neg	100001276	2325	172.0979	306109	3077-46-1	
CPD000631	N-acetylkynurenine (2)	LC/MS Neg	100006378	2378	249.0881			
CPD000632	N-acetylleucine	LC/MS Pos Early	1082	2656	174.1125	70912	1188-21-2	C02710
CPD000633	N-acetylmethionine	LC/MS Neg	1083	1787	190.0543	448580	65-82-7	C02712
CPD000634	N-acetylneuraminate	LC/MS Pos Early	1162	660	310.1133	439197	131-48-6	C00270
CPD000635	N-acetylphenylalanine	LC/MS Pos Early	100001256	2680	208.0968	74839	2018-61-3	C03519
CPD000636	N-acetylproline	LC/MS Pos Early	100001334	1695	158.0812	322640	1074-79-9	
CPD000637	N-acetylputrescine	LC/MS Pos Early	192	2230	131.1179	122356	18233-70-0	C02714
CPD000638	N-acetylserine	LC/MS Polar	100001851	2000	146.0459	65249	97-14-3	
CPD000639	N-acetyltaurine	LC/MS Polar	100005466	1249	166.018	159864		
CPD000640	N-acetyltheanine	LC/MS Pos Early	100020514	1483	217.1183			
CPD000641	N-acetylthreonine	LC/MS Polar	100001274	1700	160.0615	152204	17093-74-2	
CPD000642	N-acetyltryptophan	LC/MS Pos Early	100001254	2640	247.1077	700653	1218-34-4	C03137
CPD000643	N-acetyltyrosine	LC/MS Neg	100001104	1680	222.0772	68310	537-55-3	
CPD000644	N-acetylvaline	LC/MS Neg	1084	1704	158.0823	66789	96-81-1	
CPD000645	N-carbamoylalanine	LC/MS Pos Early	100006369	950	133.0608	426409	77340-50-2	
CPD000646	N-carbamoylaspartate	LC/MS Polar	1108	3800	175.036	93072	923-37-5	C00438
CPD000647	N-delta-acetylornithine	LC/MS Neg	100004523	858	173.0932	9920500		
CPD000648	N-desmethyl tramadol	LC/MS Pos Early	100006384	3360	250.1802	10354700	147762-57-0	
CPD000649	N-formylanthranilic acid	LC/MS Polar	100004561	900	164.0353	101399	3342-77-6	C05653
CPD000650	N-formylmethionine	LC/MS Neg	194	1543.8	176.0387	439750	4289-98-9	C03145
CPD000651	N-formylphenylalanine	LC/MS Neg	100006056	2360	192.0666	759256	13200-85-6	
CPD000652	N-methylhydroxyproline	LC/MS Pos Early	100020215	1145	146.0812	9860390		
CPD000653	N-methylpipecolate	LC/MS Pos Early	100005383	1932	144.1019	11286529	41447-17-0	
CPD000654	N-methylproline	LC/MS Pos Early	100001956	1335	130.0863	557	475-11-6	
CPD000655	N-methyltaurine	LC/MS Polar	100004056	1650	138.023	7882	107-68-6	
CPD000656	N-monomethylarginine	LC/MS Pos Early	100004488	2845	189.1346	132862	53308-83-1	C03884
CPD000657	N-oleoylserine	LC/MS Neg	100015641	5600	368.2806			
CPD000658	N-oleoyltaurine	LC/MS Neg	100003119	5610	388.2527	6437033	52514-04-2	
CPD000659	N-palmitoylglycine	LC/MS Neg	100003686	5580	312.2544	151008	2441-41-0	
CPD000660	N-palmitoylserine	LC/MS Neg	100015640	5557	342.265	6453686	58725-46-5;474943-14-1	
CPD000661	N-stearoylserine*	LC/MS Neg	100019957	5777	370.2963			
CPD000662	N-stearoyltaurine	LC/MS Neg	100003240	5782	390.2684	168274	63155-80-6	
CPD000663	N1-Methyl-2-pyridone-5-carboxamide	LC/MS Pos Early	100001468	1250	153.0659	69698	701-44-0	C05842
CPD000664	N1-Methyl-4-pyridone-3-carboxamide	LC/MS Pos Early	100001469	1260	153.0659	440810	769-49-3	C05843
CPD000665	1-methyladenosine	LC/MS Pos Early	1242	2120	282.1197	27476	15763-06-1	C02494
CPD000666	N1-methylinosine	LC/MS Pos Early	100001409	1430	283.1037	65095	20245-33-4	
CPD000667	N2,N2-dimethylguanosine	LC/MS Pos Early	100001412	2210	312.1303	92919	2140-67-2	
CPD000668	N2,N5-diacetylornithine	LC/MS Neg	100004575	1367	215.1037	65977	39825-23-5	
CPD000669	N2-acetyl,N6,N6-dimethyllysine	LC/MS Pos Early	100020545	2172	217.1547			
CPD000670	N2-acetyl,N6-methyllysine	LC/MS Pos Early	100020546	2168	203.139			
CPD000671	N4-acetylcytidine	LC/MS Pos Early	100001413	1580	286.1034	107461	3768-18-1	
CPD000672	N4-acetylsulfamethoxazole*	LC/MS Pos Early	100020243	2622	296.07	65280		C13061,D01601
CPD000673	N6,N6,N6-trimethyllysine	LC/MS Pos Early	189	2825	189.1598	440120	23284-33-5	C03793
CPD000674	N6,N6-dimethyllysine	LC/MS Pos Early	100020417	2831	175.1441	193344	2259-86-1	C05545
CPD000675	N6-acetyllysine	LC/MS Neg	100001734	1059	187.1088	92832	692-04-6	C02727
CPD000676	N6-carbamoylthreonyladenosine	LC/MS Neg	100001415	2164	411.127	161466	24719-82-2	
CPD000677	N6-carboxymethyllysine	LC/MS Pos Early	100001768	2500	205.1183	123800	4/3/5746	
CPD000678	N6-methyladenosine	LC/MS Neg	213	2593	148.0629	102175	1867-73-8	
CPD000679	N6-methyllysine	LC/MS Pos Early	100003415	2831	161.1285	164795	1188-07-4	C02728
CPD000680	N6-succinyladenosine	LC/MS Neg	100001664	940	382.1004	165243	4542-23-8	
CPD000681	nervonoylcarnitine (C24:1)*	LC/MS Pos Late	100015846	1602	510.4517			
CPD000682	nicotinamide	LC/MS Pos Early	432	1942	123.0553	936	98-92-0	C00153
CPD000683	nicotinamide riboside	LC/MS Pos Early	100001310	2040	255.0976	439924	1341-23-7	C03150
CPD000684	nisinate (24:6n3)	LC/MS Neg	100015785	5657	355.2643	11792612	68378-49-4	
CPD000685	nonadecanoate (19:0)	LC/MS Neg	892	6068	297.2799	12591	646-30-0	C16535
CPD000686	nonanoylcarnitine (C9)	LC/MS Pos Late	100006620	1010	302.2326			
CPD000687	norcotinine	LC/MS Pos Early	100002715	2156	163.0866	413	17114-40-8	
CPD000688	nornicotine	LC/MS Pos Early	100002224	2947	149.1073		5746-86-1	
CPD000689	O-acetylhomoserine	LC/MS Polar	100001129	1850	160.0615	439389	7540-67-2	C01077
CPD000690	o-cresol sulfate	LC/MS Neg	100001806	2796	187.0071	11615528		
CPD000691	O-desmethyltramadol	LC/MS Pos Early	100006382	3045	250.1802	130829	73986-53-5	
CPD000692	O-desmethyltramadol glucuronide	LC/MS Pos Early	100006383	2741	426.2123		383891-39-2	
CPD000693	O-desmethylvenlafaxine	LC/MS Pos Early	100004173	3253	264.1958	125017	300827-87-6	D07793
CPD000694	O-sulfo-L-tyrosine	LC/MS Neg	100005384	990	260.0234	514186		
CPD000695	octadecadienedioate (C18:2-DC)*	LC/MS Neg	100019982	4676	309.2071			
CPD000696	octadecanedioate (C18)	LC/MS Neg	100001615	5043	313.2384	70095	871-70-5	
CPD000697	octadecanedioylcarnitine (C18-DC)*	LC/MS Pos Late	100005998	1227	458.3476		123233-50-1	
CPD000698	octadecenedioate (C18:1-DC)	LC/MS Neg	100019978	4875	311.2228			
CPD000699	octadecenedioylcarnitine (C18:1-DC)*	LC/MS Pos Late	100005996	1180	456.332		251981-06-3	
CPD000700	octanoylcarnitine (C8)	LC/MS Pos Late	100001247	950	288.2169	123701	3671-77-0	C02838
CPD000701	oleate/vaccenate (18:1)	LC/MS Neg	100008930	5655	281.2486			
CPD000702	oleoyl ethanolamide	LC/MS Neg	1137	6450	324.2908	5283454	11-58-0;111-58-0	
CPD000703	oleoylcarnitine (C18:1)	LC/MS Pos Late	100001501	1423	426.3578	6441392	38677-66-6	
CPD000704	oleoylcholine	LC/MS Pos Late	100009331	1449	368.3523			
CPD000705	omeprazole	LC/MS Pos Late	100002725	717	346.122	4594	73590-58-6	C07324
CPD000706	ornithine	LC/MS Pos Early	444	2800	133.0972	6262	3184-13-2	C00077
CPD000707	orotate	LC/MS Polar	445	1638.1	155.0098	967	50887-69-9	C00295
CPD000708	orotidine	LC/MS Polar	100001416	2250	287.0521	92751	314-50-1	
CPD000709	oxalate (ethanedioate)	LC/MS Neg	100000841	603	88.988	971	144-62-7	C00209
CPD000710	oxypurinol	LC/MS Polar	100002489	1656	151.0262	4644	2465-59-0	D02365
CPD000711	p-cresol glucuronide*	LC/MS Neg	100006191	2420	283.0823	154035	17680-99-8	
CPD000712	p-cresol sulfate	LC/MS Neg	100001315	2890	187.0071	4615423	3233-57-7	
CPD000713	palmitate (16:0)	LC/MS Neg	424	5618	255.233	985	57-10-3	C00249
CPD000714	palmitoleate (16:1n7)	LC/MS Neg	452	5475	253.2173	445638	373-49-9	C08362
CPD000715	palmitoleoylcarnitine (C16:1)*	LC/MS Pos Late	100009406	1357	398.3265	71464547		
CPD000716	palmitoloelycholine	LC/MS Pos Late	100009334	1385	340.321			
CPD000717	palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)	LC/MS Pos Late	100021162	2207	661.5279			
CPD000718	palmitoylcarnitine (C16)	LC/MS Pos Late	100000776	1425	400.3421	461	6865-14-1	C02990
CPD000719	palmitoylcholine	LC/MS Pos Late	100009233	1482	342.3367	151731		
CPD000720	pantoate	LC/MS Neg	100002613	1143	147.0663	439251	470-29-1	C00522
CPD000721	pantoprazole	LC/MS Pos Late	100002808	800	366.0719	4679	102625-70-7	C11806
CPD000722	pantothenate (Vitamin B5)	LC/MS Neg	1024	1498.7	218.1034	6613	137-08-6	C00864
CPD000723	paraxanthine	LC/MS Neg	100000453	2279	179.0575	4687	611-59-6	C13747
CPD000724	pentadecanoate (15:0)	LC/MS Neg	980	5521	241.2173	13849	1002-84-2;10002-84-2	C16537
CPD000725	pentose acid*	LC/MS Polar	100021467	2180	165.0405			
CPD000726	perfluorooctanesulfonate (PFOS)	LC/MS Polar	100010955	662	498.9302	74483	1763-23-1	C18142
CPD000727	perfluorooctanoate (PFOA)	LC/MS Neg	100020208	5130	412.9664	9554		
CPD000728	phenol glucuronide	LC/MS Neg	100006679	1800	269.0667	87235	17685-05-1	
CPD000729	phenol sulfate	LC/MS Neg	100001510	2156	172.9914	74426	937-34-8	C02180
CPD000730	phenylacetate	LC/MS Neg	100000011	2150	91.0554	999	103-82-2	C07086
CPD000731	phenylacetylcarnitine	LC/MS Pos Early	100006108	3092	280.1543	101724840	287108-21-8	
CPD000732	phenylacetylglutamate	LC/MS Polar	100009045	2325	264.0877	11579826		
CPD000733	phenylacetylglutamine	LC/MS Neg	100001417	2330	263.1037	92258	28047-15-6	C04148
CPD000734	phenylacetylglycine	LC/MS Neg	100001275	2375	192.0666	68144	500-98-1	C05598
CPD000735	phenylalanine	LC/MS Pos Early	460	2878	166.0863	6140	63-91-2	C00079
CPD000736	phenylalanylglycine	LC/MS Pos Early	100003588	2898	223.1077	98207	721-90-4	
CPD000737	phenyllactate (PLA)	LC/MS Neg	100000774	2208	165.0557	3848	828-01-3	C05607
CPD000738	phenylpyruvate	LC/MS Neg	241	2515	163.0401	997	156-06-9	C00166
CPD000739	phosphate	LC/MS Pos Early	461	576	98.9842	1061	7664-38-2	C00009
CPD000740	phosphoethanolamine (PE)	LC/MS Pos Early	1026	700	142.0264	1015	1071-23-4	C00346
CPD000741	picolinate	LC/MS Pos Early	1022	910	124.0393	1018	98-98-6	C10164
CPD000742	picolinoylglycine	LC/MS Neg	100021198	1867	179.0462	11788622	5616-29-5	
CPD000743	pimelate (C7-DC)	LC/MS Polar	100000101	2745	159.0663	385	111-16-0	C02656
CPD000744	pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	LC/MS Pos Early	100009407	2773	304.1755			
CPD000745	pipecolate	LC/MS Pos Early	1025	2200	130.0863	849	4043-87-2	C00408
CPD000746	piperine	LC/MS Pos Late	100001267	1168	286.1438	638024	94-62-2	C03882
CPD000747	pregnanediol-3-glucuronide	LC/MS Neg	100003470	5145	495.2963	123796	1852-49-9	
CPD000748	pregnen-diol disulfate*	LC/MS Neg	100001993	3868	238.0775			
CPD000749	pregnenediol sulfate (C21H34O5S)*	LC/MS Neg	100002067	5000	397.2054		1247-64-9	
CPD000750	pregnenetriol disulfate*	LC/MS Neg	100021104	3504	246.0749			
CPD000751	pregnenetriol sulfate*	LC/MS Neg	100021103	4749	413.2003			
CPD000752	pregnenolone sulfate	LC/MS Neg	100002129	5100	395.1898	105074	1247-64-9	
CPD000753	prolylhydroxyproline	LC/MS Pos Early	100001167	2128	229.1183	11673055	18684-24-7	
CPD000754	proline	LC/MS Pos Early	480	1603	116.0706	145742	147-85-3	C00148
CPD000755	prolylglycine	LC/MS Pos Early	100003674	2136	173.0921	6426709	2578-57-6	
CPD000756	propionylcarnitine (C3)	LC/MS Pos Early	100001162	2590	218.1387	107738	17298-37-2	C03017
CPD000757	propionylglycine (C3)	LC/MS Neg	100001150	960	130.051	98681	21709-90-0	
CPD000758	propyl 4-hydroxybenzoate sulfate	LC/MS Neg	100006264	3971	259.0282		162338-10-5	
CPD000759	pseudouridine	LC/MS Neg	821	1100	243.0623	15047	1445-07-4	C02067
CPD000760	pyridoxal	LC/MS Pos Early	491	2343	168.0655	1050	65-22-5	C00250
CPD000761	pyridoxate	LC/MS Neg	100001121	2185	182.0459	6723	82-82-6	C00847
CPD000762	pyroglutamine*	LC/MS Pos Early	100001540	1900	129.0659	134508	2353-44-8	
CPD000763	pyrraline	LC/MS Pos Early	100001767	2750	255.1339	122228	74509-14-1	
CPD000764	pyruvate	LC/MS Polar	823	1083	87.0088	1060	127-17-3	C00022
CPD000765	quinate	LC/MS Polar	100000442	2432.9	191.0561	6508	77-95-2	C00296
CPD000766	quinolinate	LC/MS Polar	182	3000	166.0146	1066	89-00-9	C03722
CPD000767	raltegravir	LC/MS Neg	100020936	3633	443.1485	54671008	518048-05-0	D06676
CPD000768	retinal	LC/MS Pos Late	100004088	1666	285.2213	638015		C00376
CPD000769	retinol (Vitamin A)	LC/MS Pos Late	498	1636	269.2264	445354	68-26-8	C00473
CPD000770	ribitol	LC/MS Polar	100000406	1789.6	151.0612	6912	488-81-3	C00474
CPD000771	ribonate	LC/MS Polar	100001007	2425	165.0405	5460677	8/3/5336	C01685
CPD000772	ribulonate/xylulonate/lyxonate*	LC/MS Polar	100019968	2350	165.0405			
CPD000773	rilpivirine	LC/MS Neg	100020925	5147	365.152	6451164	500287-72-9	D09720
CPD000774	ritalinic acid	LC/MS Pos Early	100000579	3207	220.1332	86863	19395-41-6	
CPD000775	ritonavir	LC/MS Pos Late	100020929	1252	721.32	392622	155213-67-5	D00427
CPD000776	S-(3-hydroxypropyl)mercapturic acid (HPMA)	LC/MS Neg	100004568	1576	220.0649	3371179	23127-40-4	
CPD000777	S-1-pyrroline-5-carboxylate	LC/MS Pos Early	35	1528	114.055	1196	2906-39-0	C04322
CPD000778	S-adenosylhomocysteine (SAH)	LC/MS Neg	197	1832.4	383.1143	439155	979-92-0	C00021
CPD000779	S-allylcysteine	LC/MS Pos Early	100004509	2690	162.0583	98280	21593-77-1	
CPD000780	S-methylcysteine	LC/MS Neg	100002749	880	134.0281	24417	1187-84-4	
CPD000781	S-methylcysteine sulfoxide	LC/MS Pos Early	100002927	900	152.0376	82142	6853-87-8	
CPD000782	S-methylmethionine	LC/MS Pos Early	100002183	2555	164.074	458	12/7/3493	C05319
CPD000783	saccharin	LC/MS Neg	100000870	2000	181.9917	5143	81-07-2	D01085
CPD000784	salicylate	LC/MS Polar	501	802	137.0242	338	69-72-7	C00805
CPD000785	salicyluric glucuronide*	LC/MS Neg	100001332	1463	370.078			
CPD000786	saquinavir	LC/MS Pos Late	100004024	1089	671.3916	441243	149845-06-7	D00429
CPD000787	sarcosine	LC/MS Pos Early	1023	1280	90.055	1088	107-97-1	C00213
CPD000788	sebacate (C10-DC)	LC/MS Neg	100001211	1788	201.1132	5192	111-20-6	C08277
CPD000789	serine	LC/MS Pos Early	503	1239	106.0499	5951	56-45-1	C00065
CPD000790	serotonin	LC/MS Pos Early	504	2550	177.1022	5202	153-98-0	C00780
CPD000791	solifenacin	LC/MS Pos Late	100008973	1042	363.2067	9885319	180468-39-7	
CPD000792	spermidine	LC/MS Pos Late	50	700	146.1652	1102	124-20-9	C00315
CPD000793	spermine	LC/MS Pos Late	507	758	203.223	1103	71-44-3	C00750
CPD000794	sphingadienine	LC/MS Pos Late	100015643	1350	298.2741	6449795	25696-03-1	
CPD000795	sphinganine	LC/MS Pos Late	313	1413	302.3054	3126	3102-56-5	C00836
CPD000796	sphinganine-1-phosphate	LC/MS Pos Late	100001876	1431	382.2717	520	19794-97-9	
CPD000797	sphingosine	LC/MS Pos Late	297	1393	300.2897	5353955	123-78-4	C00319
CPD000798	sphingosine 1-phosphate	LC/MS Pos Late	100000626	1375	380.256	5283560	26993-30-6	C06124
CPD000799	stachydrine	LC/MS Pos Early	100001296	1440	144.1019	115244	4136-37-2	C10172
CPD000800	stearate (18:0)	LC/MS Neg	439	5872	283.2643	5281	57-11-4	C01530
CPD000801	stearidonate (18:4n3)	LC/MS Neg	100001229	5395	275.2017	5312508	111174-40-4	C16300
CPD000802	stearoylcarnitine (C18)	LC/MS Pos Late	100001391	1485	428.3734	6426855	18822-91-8	
CPD000803	stearoylcholine*	LC/MS Pos Late	100015759	1520	370.368			
CPD000804	suberate (C8-DC)	LC/MS Polar	100000016	2577.6	173.0819	10457	505-48-6	C08278
CPD000805	suberoylcarnitine (C8-DC)	LC/MS Pos Early	100006627	2964	318.1911			
CPD000806	succinate	LC/MS Polar	252	3149	117.0193	1110	110-15-6	C00042
CPD000807	succinoyltaurine	LC/MS Polar	100021220	2572	224.0234			
CPD000808	succinylcarnitine (C4-DC)	LC/MS Pos Early	100001948	2291	262.1285	71464481	256928-74-2	
CPD000809	sucrose	LC/MS Neg	935	865	341.1089	5988	57-50-1	C00089
CPD000810	sulfamethoxazole	LC/MS Polar	100009327	845	252.0448	5329		D00285,C07315,D00447
CPD000811	sulfate of piperine metabolite C16H19NO3 (2)*	LC/MS Neg	100020496	4112	352.086			
CPD000812	sulfate of piperine metabolite C16H19NO3 (3)*	LC/MS Neg	100020497	4200	352.086			
CPD000813	sulfate of piperine metabolite C18H21NO3 (1)*	LC/MS Neg	100020502	4481	378.1017			
CPD000814	sulfate of piperine metabolite C18H21NO3 (3)*	LC/MS Neg	100020504	4630	378.1017			
CPD000815	sulfate*	LC/MS Neg	100002528	616	96.9601	1118	14808-79-8	C00059
CPD000816	syringol sulfate	LC/MS Neg	100006256	2395	233.0125		52904-67-3	
CPD000817	tartarate	LC/MS Neg	100000295	615.3	149.0092	444305	87-69-4;6106-24-7	C00898
CPD000818	tartronate (hydroxymalonate)	LC/MS Neg	100000840	610	118.9986	45	80-69-3	C02287
CPD000819	taurine	LC/MS Pos Early	512	660	126.022	1123	107-35-7	C00245
CPD000820	tauro-beta-muricholate	LC/MS Neg	100001250	4774	514.2844	168408	25696-60-0	
CPD000821	taurochenodeoxycholate	LC/MS Neg	1629	5250	498.2895	387316	6009-98-9	C05465
CPD000822	taurochenodeoxycholic acid 3-sulfate	LC/MS Neg	100021093	4809	288.6195			
CPD000823	taurocholate	LC/MS Neg	1648	5150	514.2844	6675	145-42-6	C05122
CPD000824	taurocholenate sulfate*	LC/MS Neg	100001990	4750	279.6142			
CPD000825	taurodeoxycholate	LC/MS Neg	1668	5257.4	498.2895	2733768	207737-97-1	C05463
CPD000826	taurodeoxycholic acid 3-sulfate	LC/MS Neg	100006644	4850	288.6195			
CPD000827	taurohyocholate*	LC/MS Neg	100004084	5000	514.2844			
CPD000828	taurolithocholate 3-sulfate	LC/MS Neg	100001658	5027	280.6221	440071	64936-83-0	C03642
CPD000829	testosterone sulfate	LC/MS Neg	100001548	4600	367.1585	119207	651-45-6	
CPD000830	tetradecadienedioate (C14:2-DC)*	LC/MS Neg	100021100	3148	253.1445			
CPD000831	tetradecadienoate (14:2)*	LC/MS Neg	100020343	5292	223.1704	5312409	39039-37-7	
CPD000832	tetradecanedioate (C14)	LC/MS Neg	100001613	3985	257.1758	13185	821-38-5	
CPD000833	THC carboxylic acid	LC/MS Neg	100016048	5263	343.1915	107885		
CPD000834	THC carboxylic acid glucuronide	LC/MS Neg	100016049	5224	519.2236			
CPD000835	theanine	LC/MS Pos Early	100000784	2180	175.1077	439378	3081-61-6	C01047
CPD000836	theobromine	LC/MS Pos Early	100000445	1600	181.072	5429	83-67-0	C07480
CPD000837	theophylline	LC/MS Neg	100000437	2356.9	179.0575	2153	58-55-9	C07130
CPD000838	thioproline	LC/MS Pos Early	100009232	1250	134.027	93176	34592-47-4	
CPD000839	threonate	LC/MS Polar	100001022	2384	135.0299	151152	70753-61-6	C01620
CPD000840	threonine	LC/MS Pos Early	564	1514	120.0655	6288	72-19-5	C00188
CPD000841	thymol sulfate	LC/MS Neg	100001757	4410	229.054		89-83-8	C09908
CPD000842	thyroxine	LC/MS Pos Late	1094	1030	777.694	5819	51-48-9	C01829
