compound_id	BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	RI	MZ	PLATFORM	KEGG
CPD00441	dopamine 4-sulfate	Amino Acid	Tyrosine Metabolism	1511	232.0285	LC/MS Neg	C13691
CPD00442	ectoine	Xenobiotics	Chemical	796.6	141.067	LC/MS Neg	C06231
CPD00443	eicosanedioate (C20-DC)	Lipid	Fatty Acid, Dicarboxylate	5200.9	341.2697	LC/MS Neg	
CPD00444	eicosapentaenoate (EPA; 20:5n3)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	5450	301.2173	LC/MS Neg	C06428
CPD00445	eicosenedioate (C20:1-DC)*	Lipid	Fatty Acid, Dicarboxylate	5095	339.2541	LC/MS Neg	
CPD00446	eicosenoate (20:1n9 or 1n11)	Lipid	Long Chain Monounsaturated Fatty Acid	5950	309.2799	LC/MS Neg	C16526
CPD00447	eicosenoylcarnitine (C20:1)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	1484	454.3891	LC/MS Pos Late	
CPD00448	epiandrosterone sulfate	Lipid	Androgenic Steroids	4855	369.1741	LC/MS Neg	
CPD00449	equol glucuronide	Xenobiotics	Food Component/Plant	3215	417.1191	LC/MS Neg	
CPD00450	equol sulfate	Xenobiotics	Food Component/Plant	3630	321.0438	LC/MS Neg	
CPD00451	ergothioneine	Xenobiotics	Food Component/Plant	850	230.0958	LC/MS Pos Early	C05570
CPD00452	erucate (22:1n9)	Lipid	Long Chain Monounsaturated Fatty Acid	6355.6	337.3112	LC/MS Neg	C08316
CPD00453	erythritol	Xenobiotics	Food Component/Plant	1491	167.0561	LC/MS Polar	C00503
CPD00454	erythronate*	Carbohydrate	Aminosugar Metabolism	2186	135.0299	LC/MS Polar	
CPD00455	ethyl alpha-glucopyranoside	Xenobiotics	Food Component/Plant	1576	207.0874	LC/MS Neg	
CPD00456	ethyl glucuronide	Xenobiotics	Chemical	793	221.0667	LC/MS Neg	
CPD00457	ethylmalonate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	2785	131.035	LC/MS Polar	
CPD00458	etiocholanolone glucuronide	Lipid	Androgenic Steroids	4915	465.2494	LC/MS Neg	
CPD00459	eugenol sulfate	Xenobiotics	Food Component/Plant	3782	243.0333	LC/MS Neg	
CPD00460	ferulic acid 4-sulfate	Xenobiotics	Food Component/Plant	1200	273.0074	LC/MS Neg	
CPD00461	formiminoglutamate	Amino Acid	Histidine Metabolism	1880	175.0713	LC/MS Pos Early	C00439
CPD00462	fructose	Carbohydrate	Fructose, Mannose and Galactose Metabolism	2065	225.0616	LC/MS Polar	C00095
CPD00463	fructosyllysine	Amino Acid	Lysine Metabolism	2784	309.1656	LC/MS Pos Early	
CPD00464	fumarate	Energy	TCA Cycle	3084	115.0037	LC/MS Polar	C00122
CPD00465	galactonate	Carbohydrate	Fructose, Mannose and Galactose Metabolism	3085	195.051	LC/MS Polar	C00880
CPD00466	gamma-CEHC	Cofactors and Vitamins	Tocopherol Metabolism	3843	263.1289	LC/MS Neg	
CPD00467	gamma-CEHC glucuronide*	Cofactors and Vitamins	Tocopherol Metabolism	2500	439.161	LC/MS Neg	
CPD00468	gamma-CEHC sulfate	Cofactors and Vitamins	Tocopherol Metabolism	2850	343.0857	LC/MS Neg	
CPD00469	gamma-glutamyl-alpha-lysine	Peptide	Gamma-glutamyl Amino Acid	2784	276.1554	LC/MS Pos Early	
CPD00470	gamma-glutamyl-epsilon-lysine	Peptide	Gamma-glutamyl Amino Acid	2725	276.1554	LC/MS Pos Early	
CPD00471	gamma-glutamylalanine	Peptide	Gamma-glutamyl Amino Acid	1986	219.0976	LC/MS Pos Early	
CPD00472	gamma-glutamylcitrulline*	Peptide	Gamma-glutamyl Amino Acid	1644	305.1456	LC/MS Pos Early	
CPD00473	gamma-glutamylglutamate	Peptide	Gamma-glutamyl Amino Acid	1775	277.103	LC/MS Pos Early	C05282
CPD00474	gamma-glutamylglutamine	Peptide	Gamma-glutamyl Amino Acid	1430	276.119	LC/MS Pos Early	C05283
CPD00475	gamma-glutamylglycine	Peptide	Gamma-glutamyl Amino Acid	1535	205.0819	LC/MS Pos Early	
CPD00476	gamma-glutamylhistidine	Peptide	Gamma-glutamyl Amino Acid	2740	285.1194	LC/MS Pos Early	
CPD00477	gamma-glutamylisoleucine*	Peptide	Gamma-glutamyl Amino Acid	2940	261.1445	LC/MS Pos Early	
CPD00478	gamma-glutamylleucine	Peptide	Gamma-glutamyl Amino Acid	1685	259.1299	LC/MS Neg	
CPD00479	gamma-glutamylmethionine	Peptide	Gamma-glutamyl Amino Acid	1268	277.0864	LC/MS Neg	
CPD00480	gamma-glutamylphenylalanine	Peptide	Gamma-glutamyl Amino Acid	1825	293.1143	LC/MS Neg	
CPD00481	gamma-glutamylserine	Peptide	Gamma-glutamyl Amino Acid	1351	235.0925	LC/MS Pos Early	
CPD00482	gamma-glutamylthreonine	Peptide	Gamma-glutamyl Amino Acid	1750	249.1081	LC/MS Pos Early	
CPD00483	gamma-glutamyltryptophan	Peptide	Gamma-glutamyl Amino Acid	1960	332.1252	LC/MS Neg	
CPD00484	gamma-glutamyltyrosine	Peptide	Gamma-glutamyl Amino Acid	1240	309.1092	LC/MS Neg	
CPD00485	gamma-glutamylvaline	Peptide	Gamma-glutamyl Amino Acid	1072	245.1143	LC/MS Neg	
CPD00486	gamma-tocopherol/beta-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism	2384	416.3643	LC/MS Pos Late	
CPD00487	genistein sulfate*	Xenobiotics	Food Component/Plant	3616	349.0024	LC/MS Neg	
CPD00488	glu-gly-asn-val	Peptide	Polypeptide	2675	418.1932	LC/MS Pos Early	
CPD00489	gluconate	Xenobiotics	Food Component/Plant	2922	195.051	LC/MS Polar	C00257
CPD00490	glucose	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	2342	225.0616	LC/MS Polar	C00031
CPD00491	glucuronate	Carbohydrate	Aminosugar Metabolism	3233.3	193.0354	LC/MS Polar	C00191
CPD00492	glucuronide of C10H18O2 (7)*	Partially Characterized Molecules	Partially Characterized Molecules	3790	345.1555	LC/MS Neg	
CPD00493	glucuronide of C12H22O4 (1)*	Partially Characterized Molecules	Partially Characterized Molecules	2590	405.1766	LC/MS Neg	
CPD00494	glucuronide of C14H26O4 (1)*	Partially Characterized Molecules	Partially Characterized Molecules	3200	433.2079	LC/MS Neg	
CPD00495	glucuronide of piperine metabolite C17H21NO3 (4)*	Xenobiotics	Food Component/Plant	3992	462.177	LC/MS Neg	
CPD00496	glutamate	Amino Acid	Glutamate Metabolism	637	146.0459	LC/MS Neg	C00025
CPD00497	glutamine	Amino Acid	Glutamate Metabolism	2969	145.0619	LC/MS Polar	C00064
CPD00498	glutamine conjugate of C6H10O2 (1)*	Partially Characterized Molecules	Partially Characterized Molecules	2262	243.1339	LC/MS Pos Early	
CPD00499	glutamine conjugate of C6H10O2 (2)*	Partially Characterized Molecules	Partially Characterized Molecules	2383	243.1339	LC/MS Pos Early	
CPD00500	glutarate (C5-DC)	Lipid	Fatty Acid, Dicarboxylate	2900	131.035	LC/MS Polar	C00489
CPD00501	glutaroylcarnitine (C5)	Amino Acid	Lysine Metabolism	2393	276.1442	LC/MS Pos Early	
CPD00502	glycerate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	2070.4	105.0193	LC/MS Polar	C00258
CPD00503	glycerol	Lipid	Glycerolipid Metabolism	758	91.0401	LC/MS Neg	C00116
CPD00504	glycerol 3-phosphate	Lipid	Glycerolipid Metabolism	580	173.021	LC/MS Pos Early	C00093
CPD00505	glycerophosphoethanolamine	Lipid	Phospholipid Metabolism	3075	214.0486	LC/MS Polar	C01233
CPD00506	glycerophosphoinositol*	Lipid	Phospholipid Metabolism	516	335.0738	LC/MS Pos Early	
CPD00507	glycerophosphorylcholine (GPC)	Lipid	Phospholipid Metabolism	3003.1	302.101	LC/MS Polar	C00670
CPD00508	glycerophosphoserine*	Lipid	Phospholipid Metabolism	577	260.053	LC/MS Pos Early	
CPD00509	glycine	Amino Acid	Glycine, Serine and Threonine Metabolism	1375	76.0393	LC/MS Pos Early	C00037
CPD00510	glycine conjugate of C10H14O2 (1)*	Partially Characterized Molecules	Partially Characterized Molecules	4335	222.1136	LC/MS Neg	
CPD00511	glyco-alpha-muricholate	Lipid	Primary Bile Acid Metabolism	4734	464.3018	LC/MS Neg	
CPD00512	glyco-beta-muricholate	Lipid	Primary Bile Acid Metabolism	4762	464.3018	LC/MS Neg	
CPD00513	glycochenodeoxycholate	Lipid	Primary Bile Acid Metabolism	5236.1	448.3068	LC/MS Neg	C05466
CPD00514	glycochenodeoxycholate 3-sulfate	Lipid	Primary Bile Acid Metabolism	4820	263.6282	LC/MS Neg	
CPD00515	glycochenodeoxycholate glucuronide (1)	Lipid	Primary Bile Acid Metabolism	4806	311.6658	LC/MS Neg	
CPD00516	glycocholate	Lipid	Primary Bile Acid Metabolism	5163	464.3018	LC/MS Neg	C01921
CPD00517	glycocholate glucuronide (1)	Lipid	Primary Bile Acid Metabolism	4533	640.3339	LC/MS Neg	
CPD00518	glycocholenate sulfate*	Lipid	Secondary Bile Acid Metabolism	4750	254.6229	LC/MS Neg	
CPD00519	glycodeoxycholate	Lipid	Secondary Bile Acid Metabolism	1302	450.3214	LC/MS Pos Late	C05464
CPD00520	glycodeoxycholate 3-sulfate	Lipid	Secondary Bile Acid Metabolism	4875	263.6282	LC/MS Neg	
CPD00521	glycohyocholate	Lipid	Secondary Bile Acid Metabolism	5020	464.3018	LC/MS Neg	
CPD00522	glycolithocholate	Lipid	Secondary Bile Acid Metabolism	5357.1	432.3119	LC/MS Neg	C15557
CPD00523	glycolithocholate sulfate*	Lipid	Secondary Bile Acid Metabolism	5011	255.6307	LC/MS Neg	C11301
CPD00524	glycosyl ceramide (d18:1/20:0, d16:1/22:0)*	Lipid	Hexosylceramides (HCER)	3414	756.6348	LC/MS Pos Late	
CPD00525	glycosyl ceramide (d18:2/24:1, d18:1/24:2)*	Lipid	Hexosylceramides (HCER)	3380	808.6661	LC/MS Pos Late	
CPD00526	glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*	Lipid	Hexosylceramides (HCER)	3839	826.6767	LC/MS Pos Late	
CPD00527	glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*	Lipid	Hexosylceramides (HCER)	3420	782.6505	LC/MS Pos Late	
CPD00528	glycosyl-N-behenoyl-sphingosine (d18:1/22:0)*	Lipid	Hexosylceramides (HCER)	4058	784.6661	LC/MS Pos Late	
CPD00529	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Hexosylceramides (HCER)	2623	700.5722	LC/MS Pos Late	
CPD00530	glycosyl-N-stearoyl-sphingosine (d18:1/18:0)	Lipid	Hexosylceramides (HCER)	3053	728.6035	LC/MS Pos Late	
CPD00531	glycoursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	5033	448.3068	LC/MS Neg	
CPD00532	glycylvaline	Peptide	Dipeptide	2734	175.1077	LC/MS Pos Early	
CPD00533	guaiacol sulfate	Xenobiotics	Benzoate Metabolism	2344	203.002	LC/MS Neg	
CPD00534	guanidinoacetate	Amino Acid	Creatine Metabolism	2884	116.0466	LC/MS Polar	C00581
CPD00535	guanidinosuccinate	Amino Acid	Guanidino and Acetamido Metabolism	1892	176.0666	LC/MS Pos Early	C03139
CPD00536	guanosine	Nucleotide	Purine Metabolism, Guanine containing	1662	282.0844	LC/MS Neg	C00387
CPD00537	gulonate*	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	2750	195.051	LC/MS Polar	C00257
CPD00538	heme	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	1124	616.1762	LC/MS Pos Late	C00032
CPD00539	heptanoate (7:0)	Lipid	Medium Chain Fatty Acid	3670	129.0921	LC/MS Neg	C17714
CPD00540	heptenedioate (C7:1-DC)*	Lipid	Fatty Acid, Dicarboxylate	2816	157.0506	LC/MS Polar	
CPD00541	hexadecadienoate (16:2n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	5398	251.2017	LC/MS Neg	
CPD00542	hexadecenedioate (C16:1-DC)*	Lipid	Fatty Acid, Dicarboxylate	4380	283.1915	LC/MS Neg	
CPD00543	hexanoylcarnitine (C6)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)	3358	260.1856	LC/MS Pos Early	
CPD00544	hexanoylglutamine	Lipid	Fatty Acid Metabolism (Acyl Glutamine)	2780	243.135	LC/MS Neg	
CPD00545	hexanoylglycine (C6)	Lipid	Fatty Acid Metabolism (Acyl Glycine)	2900	172.0979	LC/MS Neg	
CPD00546	hippurate	Xenobiotics	Benzoate Metabolism	2106.9	178.051	LC/MS Neg	C01586
CPD00547	histidine	Amino Acid	Histidine Metabolism	755.9	154.0622	LC/MS Neg	C00135
CPD00548	histidine betaine (hercynine)*	Xenobiotics	Food Component/Plant	2094	198.1237	LC/MS Pos Early	
CPD00549	homoarginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	2882	189.1346	LC/MS Pos Early	C01924
CPD00550	homocitrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	3006.8	188.1041	LC/MS Polar	C02427
CPD00551	homostachydrine*	Xenobiotics	Food Component/Plant	1750	158.1176	LC/MS Pos Early	C08283
CPD00552	hydantoin-5-propionate	Amino Acid	Histidine Metabolism	2080	171.0411	LC/MS Polar	C05565
CPD00553	hydrochlorothiazide	Xenobiotics	Drug - Cardiovascular	2046	295.9572	LC/MS Neg	C07041
CPD00554	hydroquinone sulfate	Xenobiotics	Drug - Topical Agents	1395	188.9863	LC/MS Neg	C00530
CPD00555	hydroxy-CMPF*	Lipid	Fatty Acid, Dicarboxylate	2153	255.0874	LC/MS Polar	
CPD00556	hydroxy-N6,N6,N6-trimethyllysine*	Amino Acid	Lysine Metabolism	2759	205.1547	LC/MS Pos Early	
CPD00557	hydroxyasparagine	Amino Acid	Alanine and Aspartate Metabolism	1149	149.0557	LC/MS Pos Early	C03124
CPD00558	hydroxycotinine	Xenobiotics	Tobacco Metabolite	2030	193.0972	LC/MS Pos Early	
CPD00559	hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))	Lipid	Sphingomyelins	2056	719.5698	LC/MS Pos Late	
CPD00560	hydroxypioglitazone (M-IV)	Xenobiotics	Drug - Metabolic	4105	371.1071	LC/MS Neg	
CPD00561	hyocholate	Lipid	Secondary Bile Acid Metabolism	5046	407.2803	LC/MS Neg	C17649
CPD00562	hypotaurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	724	110.027	LC/MS Pos Early	C00519
CPD00563	hypoxanthine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	1291.2	135.0312	LC/MS Neg	C00262
CPD00564	I-urobilinogen	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	4190	591.3188	LC/MS Neg	C05790
CPD00565	ibuprofen	Xenobiotics	Drug - Analgesics, Anesthetics	4925	205.1234	LC/MS Neg	D00126
CPD00566	ibuprofen acyl glucuronide	Xenobiotics	Drug - Analgesics, Anesthetics	4976	381.1555	LC/MS Neg	
CPD00567	imidazole lactate	Amino Acid	Histidine Metabolism	739.4	155.0462	LC/MS Neg	C05568
CPD00568	imidazole propionate	Amino Acid	Histidine Metabolism	2263	141.0659	LC/MS Pos Early	
CPD00569	indole-3-carboxylate	Amino Acid	Tryptophan Metabolism	1710	160.0404	LC/MS Neg	C19837
CPD00570	indoleacetate	Amino Acid	Tryptophan Metabolism	2200	174.0561	LC/MS Neg	C00954
CPD00571	indoleacetylglutamine	Amino Acid	Tryptophan Metabolism	2535	302.1146	LC/MS Neg	
CPD00572	indolebutyrate	Amino Acid	Tryptophan Metabolism	3308	202.0874	LC/MS Neg	C11284
CPD00573	indolelactate	Amino Acid	Tryptophan Metabolism	2286	204.0666	LC/MS Neg	C02043
CPD00574	indolepropionate	Amino Acid	Tryptophan Metabolism	2795	188.0717	LC/MS Neg	
CPD00575	indolin-2-one	Xenobiotics	Food Component/Plant	2575	134.06	LC/MS Pos Early	C12312
CPD00576	inosine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	1602.1	267.0735	LC/MS Neg	C00294
CPD00577	isobutyrylcarnitine (C4)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	2810	232.1543	LC/MS Pos Early	
CPD00578	isobutyrylglycine (C4)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1420	144.0666	LC/MS Neg	
CPD00579	isocaproate (i6:0)	Lipid	Fatty Acid, Branched	2570	115.0765	LC/MS Neg	
CPD00580	isoleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	2800	132.1019	LC/MS Pos Early	C00407
CPD00581	isoleucylglycine	Peptide	Dipeptide	1992	187.1088	LC/MS Neg	
CPD00582	isoursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	4809	391.2854	LC/MS Neg	C17662
CPD00583	isoursodeoxycholate sulfate (1)	Lipid	Secondary Bile Acid Metabolism	4082	235.1175	LC/MS Neg	
CPD00584	isovalerate (C5)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1564	101.0608	LC/MS Neg	C08262
CPD00585	isovalerylcarnitine (C5)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	3085	246.17	LC/MS Pos Early	
CPD00586	isovalerylglycine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1950	158.0823	LC/MS Neg	
CPD00587	ketopioglitazone	Xenobiotics	Drug - Metabolic	4165	369.0915	LC/MS Neg	
CPD00588	kynurenate	Amino Acid	Tryptophan Metabolism	2224	188.0353	LC/MS Neg	C01717
CPD00589	kynurenine	Amino Acid	Tryptophan Metabolism	1741.7	207.0775	LC/MS Polar	C00328
CPD00590	lactate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	1468.8	89.0244	LC/MS Polar	C00186
CPD00591	lactose	Carbohydrate	Disaccharides and Oligosaccharides	3500	387.1144	LC/MS Polar	C00243
CPD00592	lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*	Lipid	Lactosylceramides (LCER)	3842	946.7189	LC/MS Pos Late	
CPD00593	lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*	Lipid	Lactosylceramides (LCER)	3778	972.7346	LC/MS Pos Late	
CPD00594	lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Lactosylceramides (LCER)	2527	862.625	LC/MS Pos Late	
CPD00595	lamivudine	Xenobiotics	Drug - Antiviral	2586	230.0594	LC/MS Pos Early	D00353
CPD00596	lanthionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1730	209.0591	LC/MS Pos Early	
CPD00597	laurate (12:0)	Lipid	Medium Chain Fatty Acid	5300	199.1704	LC/MS Neg	C02679
CPD00598	laurylcarnitine (C12)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)	1235	344.2795	LC/MS Pos Late	
CPD00599	leucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	2864	132.1019	LC/MS Pos Early	C00123
CPD00600	leucylalanine	Peptide	Dipeptide	2264	201.1245	LC/MS Neg	
CPD00601	leucylglycine	Peptide	Dipeptide	2050	187.1088	LC/MS Neg	
CPD00602	lidocaine	Xenobiotics	Drug - Analgesics, Anesthetics	746	235.1805	LC/MS Pos Late	D00358
CPD00603	lignoceroyl sphingomyelin (d18:1/24:0)	Lipid	Sphingomyelins	3437	815.7001	LC/MS Pos Late	
CPD00604	lignoceroylcarnitine (C24)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	1603	512.4673	LC/MS Pos Late	
CPD00605	linoleamide (18:2n6)	Lipid	Fatty Acid, Amide	1580	280.2635	LC/MS Pos Late	
CPD00606	linoleate (18:2n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	5535	279.233	LC/MS Neg	C01595
CPD00607	linolenate (18:3n3 or 3n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	5450	277.2173	LC/MS Neg	C06426
CPD00608	linolenoylcarnitine (C18:3)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	1310	422.3265	LC/MS Pos Late	
CPD00609	linoleoyl ethanolamide	Lipid	Endocannabinoid	6150	322.2752	LC/MS Neg	
CPD00610	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*	Lipid	Diacylglycerol	2590	658.5405	LC/MS Pos Late	
CPD00611	linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*	Lipid	Diacylglycerol	2450	682.5405	LC/MS Pos Late	
CPD00612	linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [2]*	Lipid	Diacylglycerol	2500	682.5405	LC/MS Pos Late	
CPD00613	linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*	Lipid	Diacylglycerol	2478	632.5249	LC/MS Pos Late	
CPD00614	linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*	Lipid	Diacylglycerol	2720	634.5405	LC/MS Pos Late	
CPD00615	linoleoylcarnitine (C18:2)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	1430	424.3421	LC/MS Pos Late	
CPD00616	linoleoylcholine*	Lipid	Fatty Acid Metabolism (Acyl Choline)	1388	366.3367	LC/MS Pos Late	
CPD00617	lithocholate sulfate (1)	Lipid	Secondary Bile Acid Metabolism	4811	227.12	LC/MS Neg	
CPD00618	lithocholic acid sulfate (2)	Lipid	Secondary Bile Acid Metabolism	5028	227.12	LC/MS Neg	
CPD00619	lysine	Amino Acid	Lysine Metabolism	2850	147.1128	LC/MS Pos Early	C00047
CPD00620	malate	Energy	TCA Cycle	615.6	133.0143	LC/MS Neg	C00149
CPD00621	maleate	Lipid	Fatty Acid, Dicarboxylate	2640	115.0037	LC/MS Polar	C01384
CPD00622	malonate	Lipid	Fatty Acid Synthesis	3447	103.0037	LC/MS Polar	C00383
CPD00623	maltose	Carbohydrate	Glycogen Metabolism	3329.4	387.1144	LC/MS Polar	C00208
CPD00624	mannitol/sorbitol	Carbohydrate	Fructose, Mannose and Galactose Metabolism	2320	181.0718	LC/MS Polar	C00794
CPD00625	mannonate*	Xenobiotics	Food Component/Plant	2736	195.051	LC/MS Polar	
CPD00626	mannose	Carbohydrate	Fructose, Mannose and Galactose Metabolism	2200	225.0616	LC/MS Polar	C00159
CPD00627	margarate (17:0)	Lipid	Long Chain Saturated Fatty Acid	5731	269.2486	LC/MS Neg	
CPD00628	metabolonic lactone sulfate	Partially Characterized Molecules	Partially Characterized Molecules	4802	427.216	LC/MS Neg	
CPD00629	methionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1147	148.0438	LC/MS Neg	C00073
CPD00630	methionine sulfone	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1880	180.0336	LC/MS Polar	
CPD00631	methionine sulfoxide	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1272	166.0533	LC/MS Pos Early	C02989
CPD00632	methyl glucopyranoside (alpha + beta)	Xenobiotics	Food Component/Plant	1070	193.0718	LC/MS Neg	
CPD00633	methyl-4-hydroxybenzoate sulfate	Xenobiotics	Benzoate Metabolism	2873	230.9969	LC/MS Neg	
CPD00634	methylmalonate (MMA)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	3078.4	117.0193	LC/MS Polar	C02170
CPD00635	methylnaphthyl sulfate (2)*	Xenobiotics	Chemical	4163	237.0227	LC/MS Neg	
CPD00636	methylphosphate	Nucleotide	Purine and Pyrimidine Metabolism	544	112.9998	LC/MS Pos Early	
CPD00637	methylsuccinate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	2800	131.035	LC/MS Polar	
CPD00638	methylsuccinoylcarnitine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	2589	276.1442	LC/MS Pos Early	
CPD00639	metoprolol acid metabolite*	Xenobiotics	Drug - Cardiovascular	2950	268.1543	LC/MS Pos Early	
CPD00640	metronidazole	Xenobiotics	Drug - Antibiotic	829	216.0626	LC/MS Polar	D00409
CPD00641	moxifloxacin	Xenobiotics	Drug - Antibiotic	3272	402.1824	LC/MS Pos Early	D08237
CPD00642	myo-inositol	Lipid	Inositol Metabolism	3506.3	225.0616	LC/MS Polar	C00137
CPD00643	myristate (14:0)	Lipid	Long Chain Saturated Fatty Acid	5440	227.2017	LC/MS Neg	C06424
CPD00644	myristoleate (14:1n5)	Lipid	Long Chain Monounsaturated Fatty Acid	5346.9	225.186	LC/MS Neg	C08322
CPD00645	myristoleoylcarnitine (C14:1)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	1316	370.2947	LC/MS Pos Late	
CPD00646	myristoyl dihydrosphingomyelin (d18:0/14:0)*	Lipid	Dihydrosphingomyelins	2060	677.5592	LC/MS Pos Late	
CPD00647	myristoylcarnitine (C14)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	1350	372.3108	LC/MS Pos Late	
CPD00648	N,N,N-trimethyl-5-aminovalerate	Amino Acid	Lysine Metabolism	2186	160.1332	LC/MS Pos Early	
CPD00649	N,N,N-trimethyl-alanylproline betaine (TMAP)	Amino Acid	Urea cycle; Arginine and Proline Metabolism	2470	229.1547	LC/MS Pos Early	
CPD00650	N,N-dimethyl-5-aminovalerate	Amino Acid	Lysine Metabolism	2290	146.1176	LC/MS Pos Early	
CPD00651	N,N-dimethylalanine	Amino Acid	Alanine and Aspartate Metabolism	1370	118.0863	LC/MS Pos Early	
CPD00652	N-(2-furoyl)glycine	Xenobiotics	Food Component/Plant	1230	168.0302	LC/MS Polar	
CPD00653	N-acetyl-1-methylhistidine*	Amino Acid	Histidine Metabolism	2100	212.1028	LC/MS Pos Early	
CPD00654	N-acetyl-2-aminooctanoate*	Lipid	Fatty Acid, Amino	3943	200.1292	LC/MS Neg	
CPD00655	N-acetyl-aspartyl-glutamate (NAAG)	Amino Acid	Glutamate Metabolism	1035	305.098	LC/MS Pos Early	C12270
CPD00656	N-acetyl-beta-alanine	Nucleotide	Pyrimidine Metabolism, Uracil containing	773	130.051	LC/MS Neg	C01073
CPD00657	N-acetyl-isoputreanine	Amino Acid	Polyamine Metabolism	2305	203.139	LC/MS Pos Early	
CPD00658	N-acetylalanine	Amino Acid	Alanine and Aspartate Metabolism	1564.8	130.051	LC/MS Polar	C02847
CPD00659	N-acetylalliin	Xenobiotics	Food Component/Plant	1348	220.0638	LC/MS Pos Early	
CPD00660	N-acetylarginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	2245	217.1295	LC/MS Pos Early	C02562
CPD00661	N-acetylasparagine	Amino Acid	Alanine and Aspartate Metabolism	785	175.0713	LC/MS Pos Early	
CPD00662	N-acetylaspartate (NAA)	Amino Acid	Alanine and Aspartate Metabolism	880	176.0554	LC/MS Pos Early	C01042
CPD00663	N-acetylcarnosine	Amino Acid	Histidine Metabolism	1235	267.1099	LC/MS Neg	
CPD00664	N-acetylcitrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	2067	216.099	LC/MS Polar	C15532
CPD00665	N-acetylglucosamine/N-acetylgalactosamine	Carbohydrate	Aminosugar Metabolism	715	222.0972	LC/MS Pos Early	
CPD00666	N-acetylglucosaminylasparagine	Carbohydrate	Aminosugar Metabolism	1212	336.1402	LC/MS Pos Early	C04540
CPD00667	N-acetylglutamate	Amino Acid	Glutamate Metabolism	3106	188.0564	LC/MS Polar	C00624
CPD00668	N-acetylglutamine	Amino Acid	Glutamate Metabolism	2140	187.0724	LC/MS Polar	C02716
