compound_id	BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	RI	MZ	PLATFORM	KEGG
CPD00445	heptanoate (7:0)	Lipid	Medium Chain Fatty Acid	3670	129.0921	LC/MS Neg	C17714
CPD00446	hexadecadienoate (16:2n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	5398	251.20165	LC/MS Neg	
CPD00447	hexadecanedioate (C16-DC)	Lipid	Fatty Acid, Dicarboxylate	4615	285.20713	LC/MS Neg	C19615
CPD00448	hexadecenedioate (C16:1-DC)*	Lipid	Fatty Acid, Dicarboxylate	4380	283.19148	LC/MS Neg	
CPD00449	hexanoylcarnitine (C6)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	3358	260.18564	LC/MS Pos Early	
CPD00450	hexanoylglutamine	Lipid	Fatty Acid Metabolism (Acyl Glutamine)	2780	243.13503	LC/MS Neg	
CPD00451	hexanoylglycine	Lipid	Fatty Acid Metabolism(Acyl Glycine)	2900	172.09791	LC/MS Neg	
CPD00452	hippurate	Xenobiotics	Benzoate Metabolism	2116	180.06552	LC/MS Pos Early	C01586
CPD00453	histidine	Amino Acid	Histidine Metabolism	2707	156.07676	LC/MS Pos Early	C00135
CPD00454	histidine betaine (hercynine)*	Xenobiotics	Food Component/Plant	2094	198.12371	LC/MS Pos Early	
CPD00455	homoarginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	2882	189.13461	LC/MS Pos Early	C01924
CPD00456	homocitrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1908	190.11862	LC/MS Pos Early	C02427
CPD00457	homostachydrine*	Xenobiotics	Food Component/Plant	1750	158.11756	LC/MS Pos Early	C08283
CPD00458	HWESASXX*	Peptide	Polypeptide	3722	940.4534	LC/MS Neg	
CPD00459	HXGXA*	Peptide	Polypeptide	3600	508.2889	LC/MS Neg	
CPD00460	hydantoin-5-propionate	Amino Acid	Histidine Metabolism	2080	171.04113	LC/MS Polar	C05565
CPD00461	hydrochlorothiazide	Xenobiotics	Drug - Cardiovascular	2046	295.95719	LC/MS Neg	C07041
CPD00462	hydroquinone sulfate	Xenobiotics	Drug - Topical Agents	1395	188.98631	LC/MS Neg	C00530
CPD00463	hydroxyasparagine**	Amino Acid	Alanine and Aspartate Metabolism	1149	149.05568	LC/MS Pos Early	C03124
CPD00464	hydroxy-CMPF*	Lipid	Fatty Acid, Dicarboxylate	1516	255.08741	LC/MS Neg	
CPD00465	hydroxypioglitazone (M-IV)	Xenobiotics	Drug - Metabolic	3080	373.12166	LC/MS Pos Early	
CPD00466	trans-4-hydroxyproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1064	132.06552	LC/MS Pos Early	C01157
CPD00467	hyocholate	Lipid	Secondary Bile Acid Metabolism	5046	407.28029	LC/MS Neg	C17649
CPD00468	hypotaurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	724	110.02703	LC/MS Pos Early	C00519
CPD00469	hypoxanthine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	1291.2	135.03123	LC/MS Neg	C00262
CPD00470	imidazole lactate	Amino Acid	Histidine Metabolism	2040	157.06077	LC/MS Pos Early	C05568
CPD00471	imidazole propionate	Amino Acid	Histidine Metabolism	2263	141.06586	LC/MS Pos Early	
CPD00472	indole-3-carboxylate	Amino Acid	Tryptophan Metabolism	1710	160.0404	LC/MS Neg	C19837
CPD00473	indoleacetate	Amino Acid	Tryptophan Metabolism	2200	174.05605	LC/MS Neg	C00954
CPD00474	indoleacetylglutamine	Amino Acid	Tryptophan Metabolism	2535	302.11463	LC/MS Neg	
CPD00475	indolelactate	Amino Acid	Tryptophan Metabolism	2286	204.06661	LC/MS Neg	C02043
CPD00476	indolepropionate	Amino Acid	Tryptophan Metabolism	2795	188.0717	LC/MS Neg	
CPD00477	indolin-2-one	Xenobiotics	Food Component/Plant	2575	134.06004	LC/MS Pos Early	C12312
CPD00478	inosine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	1602.1	267.07349	LC/MS Neg	C00294
CPD00479	Isobar: arabinose, xylose	Carbohydrate	Pentose Metabolism	713.8	149.04555	LC/MS Neg	
CPD00480	Isobar: arabitol, ribitol, xylitol	Carbohydrate	Pentose Metabolism	717.9	151.0612	LC/MS Neg	
CPD00481	Isobar: arabonate, ribonate, xylonate	Carbohydrate	Pentose Metabolism	644	165.0405	LC/MS Neg	
CPD00482	Isobar: erythronic acid, threonic acid	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	650	135.02967	LC/MS Neg	
CPD00483	Isobar: fumaric acid, maleic acid	Energy	TCA Cycle	614	115.00368	LC/MS Neg	
CPD00484	isobutyrylcarnitine (C4)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	2810	232.15434	LC/MS Pos Early	
CPD00485	isobutyrylglycine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1420	144.06661	LC/MS Neg	
CPD00486	isoleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	2800	132.10191	LC/MS Pos Early	C00407
CPD00487	isoleucylglycine	Peptide	Dipeptide	1992	187.10881	LC/MS Neg	
CPD00488	isoursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	4809	391.28538	LC/MS Neg	C17662
CPD00489	isovalerate (i5:0)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1564	101.0608	LC/MS Neg	C08262
CPD00490	isovalerylcarnitine (C5)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	3085	246.16999	LC/MS Pos Early	
CPD00491	isovalerylglycine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1950	158.08226	LC/MS Neg	
CPD00492	I-urobilinogen	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	4190	591.31881	LC/MS Neg	C05790
CPD00493	ketopioglitazone	Xenobiotics	Drug - Metabolic	4165	369.09145	LC/MS Neg	
CPD00494	kynurenate	Amino Acid	Tryptophan Metabolism	2224	188.03531	LC/MS Neg	C01717
CPD00495	kynurenine	Amino Acid	Tryptophan Metabolism	1868.2	207.07751	LC/MS Neg	C00328
CPD00496	lactate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	1468.8	89.02442	LC/MS Polar	C00186
CPD00497	lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*	Lipid	Lactosylceramides (LCER)	3778	972.73457	LC/MS Pos Late	
CPD00498	lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Lactosylceramides (LCER)	2527	862.62502	LC/MS Pos Late	
CPD00499	laurate (12:0)	Lipid	Medium Chain Fatty Acid	5300	199.17035	LC/MS Neg	C02679
CPD00500	laurylcarnitine (C12)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	1235	344.27954	LC/MS Pos Late	
CPD00501	leucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	2864	132.10191	LC/MS Pos Early	C00123
CPD00502	leucylalanine	Peptide	Dipeptide	2264	201.12446	LC/MS Neg	
CPD00503	leucylglycine	Peptide	Dipeptide	2050	187.10881	LC/MS Neg	
CPD00504	lidocaine	Xenobiotics	Drug - Analgesics, Anesthetics	746	235.18049	LC/MS Pos Late	D00358
CPD00505	lignoceroyl sphingomyelin (d18:1/24:0)	Lipid	Sphingomyelins	3437	815.70006	LC/MS Pos Late	
CPD00506	lignoceroylcarnitine (C24)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	1603	512.46733	LC/MS Pos Late	
CPD00507	linoleamide (18:2n6)	Lipid	Fatty Acid, Amide	6205	278.24893	LC/MS Neg	
CPD00508	linoleate (18:2n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	5535	279.23295	LC/MS Neg	C01595
CPD00509	linolenate [alpha or gamma; (18:3n3 or 6)]	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	5450	277.2173	LC/MS Neg	C06426
CPD00510	linolenoylcarnitine (C18:3)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	1310	422.32649	LC/MS Pos Late	
CPD00511	linoleoyl ethanolamide	Lipid	Endocannabinoid	6150	322.27515	LC/MS Neg	
CPD00512	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*	Lipid	Diacylglycerol	2590	658.54051	LC/MS Pos Late	
CPD00513	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*	Lipid	Diacylglycerol	2650	658.54051	LC/MS Pos Late	
CPD00514	linoleoylcarnitine (C18:2)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	1430	424.34214	LC/MS Pos Late	
CPD00515	linoleoylcholine*	Lipid	Fatty Acid Metabolism (Acyl Choline)	1388	366.33666	LC/MS Pos Late	
CPD00516	linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*	Lipid	Diacylglycerol	2450	682.54051	LC/MS Pos Late	
CPD00517	linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [2]*	Lipid	Diacylglycerol	2500	682.54051	LC/MS Pos Late	
CPD00518	linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*	Lipid	Diacylglycerol	2478	632.52486	LC/MS Pos Late	
CPD00519	linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*	Lipid	Diacylglycerol	2720	634.54051	LC/MS Pos Late	
CPD00520	lithocholate sulfate (1)	Lipid	Secondary Bile Acid Metabolism	4811	227.12	LC/MS Neg	
CPD00521	lithocholic acid sulfate (2)	Lipid	Secondary Bile Acid Metabolism	5028	227.12	LC/MS Neg	
CPD00522	lysine	Amino Acid	Lysine Metabolism	2850	147.11281	LC/MS Pos Early	C00047
CPD00523	malate	Energy	TCA Cycle	615.6	133.01425	LC/MS Neg	C00149
CPD00524	mannitol/sorbitol	Carbohydrate	Fructose, Mannose and Galactose Metabolism	710	181.07206	LC/MS Neg	C00794
CPD00525	margarate (17:0)	Lipid	Long Chain Fatty Acid	5731	269.2486	LC/MS Neg	
CPD00526	metformin	Xenobiotics	Drug - Metabolic	2817	130.10873	LC/MS Pos Early	C07151
CPD00527	methionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	2526	150.05833	LC/MS Pos Early	C00073
CPD00528	methionine sulfone	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1250	182.04816	LC/MS Pos Early	
CPD00529	methionine sulfoxide	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1272	166.05325	LC/MS Pos Early	C02989
CPD00530	methyl glucopyranoside (alpha + beta)	Xenobiotics	Food Component/Plant	1070	193.0718	LC/MS Neg	
CPD00531	methyl-4-hydroxybenzoate sulfate	Xenobiotics	Benzoate Metabolism	2873	230.99688	LC/MS Neg	
CPD00532	methylnaphthyl sulfate (2)*	Xenobiotics	Chemical	4163	237.0227	LC/MS Neg	
CPD00533	methylphosphate	Nucleotide	Purine and Pyrimidine Metabolism	544	112.99983	LC/MS Pos Early	
CPD00534	metoprolol	Xenobiotics	Drug - Cardiovascular	3312	268.19072	LC/MS Pos Early	D02358
CPD00535	metoprolol acid metabolite*	Xenobiotics	Drug - Cardiovascular	2950	268.15434	LC/MS Pos Early	
CPD00536	metronidazole	Xenobiotics	Drug - Antibiotic	2046	172.07167	LC/MS Pos Early	D00409
CPD00537	moxifloxacin	Xenobiotics	Drug - Antibiotic	3272	402.18236	LC/MS Pos Early	D08237
CPD00538	myo-inositol	Lipid	Inositol Metabolism	3506.3	225.06159	LC/MS Polar	C00137
CPD00539	myristate (14:0)	Lipid	Long Chain Fatty Acid	5440	227.20165	LC/MS Neg	C06424
CPD00540	myristoleate (14:1n5)	Lipid	Long Chain Fatty Acid	5346.9	225.186	LC/MS Neg	C08322
CPD00541	myristoleoylcarnitine (C14:1)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	1316	370.29471	LC/MS Pos Late	
CPD00542	myristoyl dihydrosphingomyelin (d18:0/14:0)*	Lipid	Dihydrosphingomyelins	2060	677.5592	LC/MS Pos Late	
CPD00543	myristoylcarnitine (C14)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	1350	372.31084	LC/MS Pos Late	
CPD00544	N,N,N-trimethyl-5-aminovalerate	Amino Acid	Lysine Metabolism	2186	160.13321	LC/MS Pos Early	
CPD00545	N1-Methyl-2-pyridone-5-carboxamide	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	1250	153.06586	LC/MS Pos Early	C05842
CPD00546	N1-Methyl-4-pyridone-3-carboxamide	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	1260	153.06586	LC/MS Pos Early	C05843
CPD00547	N1-methylinosine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	1430	283.1037	LC/MS Pos Early	
CPD00548	N2,N2-dimethylguanosine	Nucleotide	Purine Metabolism, Guanine containing	2210	312.13025	LC/MS Pos Early	
CPD00549	N2,N5-diacetylornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1367	215.10373	LC/MS Neg	
CPD00550	N4-acetylcytidine	Nucleotide	Pyrimidine Metabolism, Cytidine containing	2040	284.08881	LC/MS Neg	
CPD00551	N6,N6,N6-trimethyllysine	Amino Acid	Lysine Metabolism	2825	189.15976	LC/MS Pos Early	C03793
CPD00552	N6,N6-dimethyllysine	Amino Acid	Lysine Metabolism	2831	175.14411	LC/MS Pos Early	C05545
CPD00553	N6-acetyllysine	Amino Acid	Lysine Metabolism	1059	187.10881	LC/MS Neg	C02727
CPD00554	N6-carbamoylthreonyladenosine	Nucleotide	Purine Metabolism, Adenine containing	2164	411.12698	LC/MS Neg	
CPD00555	N6-methyllysine	Amino Acid	Lysine Metabolism	2831	161.12846	LC/MS Pos Early	C02728
CPD00556	N6-succinyladenosine	Nucleotide	Purine Metabolism, Adenine containing	940	382.10043	LC/MS Neg	
CPD00557	N-acetyl-2-aminooctanoate*	Lipid	Fatty Acid, Amino	3943	200.12921	LC/MS Neg	
CPD00558	N-acetylalanine	Amino Acid	Alanine and Aspartate Metabolism	1564.8	130.05096	LC/MS Polar	C02847
CPD00559	N-acetylalliin	Xenobiotics	Food Component/Plant	1467	218.04925	LC/MS Neg	
CPD00560	N-acetylarginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	2245	217.12952	LC/MS Pos Early	C02562
CPD00561	N-acetylasparagine	Amino Acid	Alanine and Aspartate Metabolism	785	175.07134	LC/MS Pos Early	
CPD00562	N-acetylaspartate (NAA)	Amino Acid	Alanine and Aspartate Metabolism	620.5	174.04079	LC/MS Neg	C01042
CPD00563	N-acetyl-beta-alanine	Nucleotide	Pyrimidine Metabolism, Uracil containing	773	130.05096	LC/MS Neg	C01073
CPD00564	N-acetylcarnosine	Amino Acid	Histidine Metabolism	2141	269.12444	LC/MS Pos Early	
CPD00565	N-acetylcitrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	940	216.09898	LC/MS Neg	C15532
CPD00566	N-acetylglucosamine/N-acetylgalactosamine	Carbohydrate	Aminosugar Metabolism	715	222.0972	LC/MS Pos Early	
CPD00567	N-acetylglucosaminylasparagine	Carbohydrate	Aminosugar Metabolism	1212	336.14015	LC/MS Pos Early	C04540
CPD00568	N-acetylglutamate	Amino Acid	Glutamate Metabolism	1050	190.071	LC/MS Pos Early	C00624
CPD00569	N-acetylglutamine	Amino Acid	Glutamate Metabolism	2140	187.07243	LC/MS Polar	C02716
CPD00570	N-acetylglycine	Amino Acid	Glycine, Serine and Threonine Metabolism	826	118.04987	LC/MS Pos Early	
CPD00571	N-acetylhistidine	Amino Acid	Histidine Metabolism	900	196.07276	LC/MS Neg	C02997
CPD00572	N-acetylisoleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	2325	172.09791	LC/MS Neg	
CPD00573	N-acetyl-isoputreanine*	Amino Acid	Polyamine Metabolism	2305	203.13902	LC/MS Pos Early	
CPD00574	N-acetylleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	2400	172.09791	LC/MS Neg	C02710
CPD00575	N-acetylmethionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1787	190.05434	LC/MS Neg	C02712
CPD00576	N-acetylneuraminate	Carbohydrate	Aminosugar Metabolism	660	310.11326	LC/MS Pos Early	C00270
CPD00577	N-acetylphenylalanine	Amino Acid	Phenylalanine Metabolism	2597	206.08226	LC/MS Neg	C03519
CPD00578	N-acetylproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1695	158.08117	LC/MS Pos Early	
CPD00579	N-acetylputrescine	Amino Acid	Polyamine Metabolism	2230	131.11789	LC/MS Pos Early	C02714
CPD00580	N-acetylserine	Amino Acid	Glycine, Serine and Threonine Metabolism	800	148.06044	LC/MS Pos Early	
CPD00581	N-acetyltaurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	800	166.01795	LC/MS Neg	
CPD00582	N-acetylthreonine	Amino Acid	Glycine, Serine and Threonine Metabolism	821.6	160.06153	LC/MS Neg	
CPD00583	N-acetyltryptophan	Amino Acid	Tryptophan Metabolism	2630	245.09316	LC/MS Neg	C03137
CPD00584	N-acetyltyrosine	Amino Acid	Tyrosine Metabolism	1680	222.07718	LC/MS Neg	
CPD00585	N-acetylvaline	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1704	158.08226	LC/MS Neg	
CPD00586	N-behenoyl-sphingadienine (d18:2/22:0)*	Lipid	Ceramides	3911	620.59763	LC/MS Pos Late	
CPD00587	N-delta-acetylornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	858	173.09316	LC/MS Neg	
CPD00588	nervonoylcarnitine (C24:1)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	1602	510.45168	LC/MS Pos Late	
CPD00589	N-formylanthranilic acid	Amino Acid	Tryptophan Metabolism	2150	164.03531	LC/MS Neg	C05653
CPD00590	N-formylmethionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1543.8	176.03869	LC/MS Neg	C03145
CPD00591	N-formylphenylalanine	Amino Acid	Tyrosine Metabolism	2360	192.06661	LC/MS Neg	
CPD00592	nicotinamide	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	1942	123.05529	LC/MS Pos Early	C00153
CPD00593	nicotinamide riboside	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	2040	255.09755	LC/MS Pos Early	C03150
CPD00594	nifedipine	Xenobiotics	Drug - Cardiovascular	4980	345.10921	LC/MS Neg	D00437,C07266
CPD00595	N-methylhydroxyproline**	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1145	146.08118	LC/MS Pos Early	
CPD00596	N-methylpipecolate	Xenobiotics	Bacterial/Fungal	1932	144.10191	LC/MS Pos Early	
CPD00597	N-methylproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1335	130.08626	LC/MS Pos Early	
CPD00598	N-oleoyltaurine	Lipid	Endocannabinoid	5610	388.2527	LC/MS Neg	
CPD00599	nonadecenamide (19:1)*	Lipid	Fatty Acid, Amide	1737	296.29479	LC/MS Pos Late	
CPD00600	N-palmitoylglycine	Lipid	Fatty Acid Metabolism(Acyl Glycine)	5580	312.25441	LC/MS Neg	
CPD00601	N-palmitoyl-sphingadienine (d18:2/16:0)*	Lipid	Ceramides	2490	536.50372	LC/MS Pos Late	
CPD00602	N-palmitoyl-sphinganine (d18:0/16:0)	Lipid	Dihydroceramides	3090	540.53503	LC/MS Pos Late	
CPD00603	N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Ceramides	2893	538.51937	LC/MS Pos Late	
CPD00604	N-stearoyl-sphingosine (d18:1/18:0)*	Lipid	Ceramides	3392	566.55067	LC/MS Pos Late	
CPD00605	N-stearoyltaurine	Lipid	Endocannabinoid	5782	390.26835	LC/MS Neg	
CPD00606	o-cresol sulfate	Xenobiotics	Benzoate Metabolism	2796	187.00705	LC/MS Neg	
CPD00607	octadecadienedioate (C18:2-DC)*	Lipid	Fatty Acid, Dicarboxylate	4676	309.20714	LC/MS Neg	
CPD00608	octadecanedioate (C18-DC)	Lipid	Fatty Acid, Dicarboxylate	5043	313.23843	LC/MS Neg	
CPD00609	octadecanedioylcarnitine (C18-DC)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	1227	458.34762	LC/MS Pos Late	
CPD00610	octadecenedioate (C18:1-DC)*	Lipid	Fatty Acid, Dicarboxylate	4875	311.22279	LC/MS Neg	
CPD00611	octadecenedioylcarnitine (C18:1-DC)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	1180	456.33197	LC/MS Pos Late	
CPD00612	octanoylcarnitine (C8)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	950	288.21694	LC/MS Pos Late	C02838
CPD00613	ofloxacin	Xenobiotics	Drug - Antibiotic	3600	360.1365	LC/MS Neg	C07321
CPD00614	oleamide	Lipid	Fatty Acid, Amide	6581	280.26458	LC/MS Neg	C19670
CPD00615	oleate/vaccenate (18:1)	Lipid	Long Chain Fatty Acid	5655	281.2486	LC/MS Neg	
CPD00616	oleoyl ethanolamide	Lipid	Endocannabinoid	6450	324.2908	LC/MS Neg	
CPD00617	oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*	Lipid	Diacylglycerol	2907	660.55616	LC/MS Pos Late	
CPD00618	oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*	Lipid	Diacylglycerol	2990	660.55616	LC/MS Pos Late	
CPD00619	oleoylcarnitine (C18:1)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	1423	426.35779	LC/MS Pos Late	
CPD00620	oleoylcholine	Lipid	Fatty Acid Metabolism (Acyl Choline)	1449	368.35231	LC/MS Pos Late	
CPD00621	oleoyl-linoleoyl-glycerol (18:1/18:2) [1]	Lipid	Diacylglycerol	3115	636.55616	LC/MS Pos Late	
CPD00622	oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	Lipid	Diacylglycerol	3223	636.55616	LC/MS Pos Late	
CPD00623	omeprazole	Xenobiotics	Drug - Gastrointestinal	4673	344.10743	LC/MS Neg	C07324
CPD00624	ornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	2800	133.09716	LC/MS Pos Early	C00077
CPD00625	orotate	Nucleotide	Pyrimidine Metabolism, Orotate containing	1638.1	155.00983	LC/MS Polar	C00295
CPD00626	orotidine	Nucleotide	Pyrimidine Metabolism, Orotate containing	2250	287.05209	LC/MS Polar	
CPD00627	O-sulfo-L-tyrosine	Xenobiotics	Chemical	990	260.02343	LC/MS Neg	
CPD00628	oxalate (ethanedioate)	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	603	88.98803	LC/MS Neg	C00209
CPD00629	palmitamide (16:0)	Lipid	Fatty Acid, Amide	6690	254.24893	LC/MS Neg	
CPD00630	palmitate (16:0)	Lipid	Long Chain Fatty Acid	5618	255.23295	LC/MS Neg	C00249
CPD00631	palmitoleamide (16:1)*	Lipid	Fatty Acid, Amide	1554	254.24784	LC/MS Pos Late	
CPD00632	palmitoleate (16:1n7)	Lipid	Long Chain Fatty Acid	5475	253.2173	LC/MS Neg	C08362
CPD00633	palmitoleoylcarnitine (C16:1)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	1357	398.32649	LC/MS Pos Late	
CPD00634	palmitoyl dihydrosphingomyelin (d18:0/16:0)*	Lipid	Dihydrosphingomyelins	2290	705.5905	LC/MS Pos Late	
CPD00635	palmitoyl ethanolamide	Lipid	Endocannabinoid	6300	298.27515	LC/MS Neg	C16512
CPD00636	palmitoyl sphingomyelin (d18:1/16:0)	Lipid	Sphingomyelins	2168	703.57485	LC/MS Pos Late	
CPD00637	palmitoylcarnitine (C16)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	1425	400.34214	LC/MS Pos Late	C02990
CPD00638	palmitoylcholine	Lipid	Fatty Acid Metabolism (Acyl Choline)	1482	342.33666	LC/MS Pos Late	
CPD00639	pantoprazole	Xenobiotics	Drug - Gastrointestinal	4398	382.06785	LC/MS Neg	C11806
CPD00640	pantothenate	Cofactors and Vitamins	Pantothenate and CoA Metabolism	1498.7	218.10339	LC/MS Neg	C00864
CPD00641	p-cresol glucuronide*	Amino Acid	Tyrosine Metabolism	2420	283.08232	LC/MS Neg	
CPD00642	p-cresol sulfate	Xenobiotics	Benzoate Metabolism	2890	187.00705	LC/MS Neg	
CPD00643	pelargonate (9:0)	Lipid	Medium Chain Fatty Acid	4798	157.1234	LC/MS Neg	C01601
CPD00644	perfluorooctanesulfonate (PFOS)	Xenobiotics	Chemical	5233	498.93021	LC/MS Neg	C18142
CPD00645	perfluorooctanoate (PFOA)*	Xenobiotics	Chemical	5130	412.96642	LC/MS Neg	
CPD00646	phenol glucuronide	Amino Acid	Tyrosine Metabolism	1800	269.06667	LC/MS Neg	
CPD00647	phenol sulfate	Amino Acid	Tyrosine Metabolism	2156	172.9914	LC/MS Neg	C02180
CPD00648	phenolphthalein beta-D-glucuronide	Xenobiotics	Chemical	3520	493.11402	LC/MS Neg	
CPD00649	phenylacetate	Amino Acid	Phenylalanine Metabolism	2150	91.05535	LC/MS Neg	C07086
CPD00650	phenylacetylcarnitine	Peptide	Acetylated Peptides	3092	280.15434	LC/MS Pos Early	
CPD00651	phenylacetylglutamate	Peptide	Acetylated Peptides	1630	264.08774	LC/MS Neg	
CPD00652	phenylacetylglutamine	Peptide	Acetylated Peptides	2330	263.10373	LC/MS Neg	C04148
CPD00653	phenylalanine	Amino Acid	Phenylalanine Metabolism	2878	166.08626	LC/MS Pos Early	C00079
CPD00654	phenyllactate (PLA)	Amino Acid	Phenylalanine Metabolism	2208	165.05571	LC/MS Neg	C05607
CPD00655	phenylpyruvate	Amino Acid	Phenylalanine Metabolism	2515	163.04007	LC/MS Neg	C00166
CPD00656	phosphate	Energy	Oxidative Phosphorylation	608	96.96962	LC/MS Neg	C00009
CPD00657	choline phosphate	Lipid	Phospholipid Metabolism	700	184.07332	LC/MS Pos Early	C00588
CPD00658	phosphoethanolamine	Lipid	Phospholipid Metabolism	700	142.02638	LC/MS Pos Early	C00346
CPD00659	picolinate	Amino Acid	Tryptophan Metabolism	910	124.03931	LC/MS Pos Early	C10164
CPD00660	pioglitazone	Xenobiotics	Drug - Metabolic	3240	357.12674	LC/MS Pos Early	C07675
CPD00661	pipecolate	Amino Acid	Lysine Metabolism	2200	130.08626	LC/MS Pos Early	C00408
CPD00662	piperine	Xenobiotics	Food Component/Plant	1168	286.14377	LC/MS Pos Late	C03882
CPD00663	pivaloylcarnitine (C5)	Xenobiotics	Drug - Topical Agents	3005	246.16999	LC/MS Pos Early	
CPD00664	pregnanediol-3-glucuronide	Lipid	Progestin Steroids	5145	495.29634	LC/MS Neg	
CPD00665	pregnanolone/allopregnanolone sulfate	Lipid	Progestin Steroids	5160	397.20541	LC/MS Neg	
CPD00666	pregnenediol disulfate (C21H34O8S2)*	Lipid	Pregnenolone Steroids	3868	238.07747	LC/MS Neg	
CPD00667	pregnenediol sulfate (C21H34O5S)*	Lipid	Pregnenolone Steroids	5000	397.20541	LC/MS Neg	
CPD00668	pregnenolone sulfate	Lipid	Pregnenolone Steroids	5100	395.18976	LC/MS Neg	
CPD00669	proline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1603	116.07061	LC/MS Pos Early	C00148
CPD00670	prolylglycine	Peptide	Dipeptide	2136	173.09207	LC/MS Pos Early	
CPD00671	pro-hydroxy-pro	Amino Acid	Urea cycle; Arginine and Proline Metabolism	2128	229.11829	LC/MS Pos Early	
CPD00672	propionylcarnitine (C3)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	2590	218.13869	LC/MS Pos Early	C03017
CPD00673	propionylglycine	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	960	130.05096	LC/MS Neg	
CPD00674	propyl 4-hydroxybenzoate	Xenobiotics	Benzoate Metabolism	4794	179.07136	LC/MS Neg	D01422
