BIOCHEMICAL	KEGG	PUBCHEM	compound_id
sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*	NA	NA	C001071
sphingomyelin (d18:2/14:0, d18:1/14:1)*	NA	NA	C001072
sphingomyelin (d18:2/16:0, d18:1/16:1)*	NA	NA	C001073
sphingomyelin (d18:2/18:1)*	NA	52931155	C001074
sphingomyelin (d18:2/21:0, d16:2/23:0)*	NA	NA	C001075
sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*	NA	134757653	C001076
sphingomyelin (d18:2/23:1)*	NA	NA	C001077
sphingomyelin (d18:2/24:1, d18:1/24:2)*	NA	85336023	C001078
sphingomyelin (d18:2/24:2)*	NA	NA	C001079
sphingosine	C00319	5280335	C001080
sphingosine 1-phosphate	C06124	5283560	C001081
stachydrine	C10172	115244	C001082
stearate (18:0)	C01530	5281	C001083
stearidonate (18:4n3)	C16300	5312508	C001084
stearoyl ethanolamide	NA	27902	C001085
stearoyl sphingomyelin (d18:1/18:0)	C00550	6453725	C001086
stearoylcarnitine (C18)	NA	3006797	C001087
stearoylcholine*	NA	90111	C001088
suberoylcarnitine (C8-DC)	NA	NA	C001089
succinate	C00042	1110	C001090
succinoyltaurine	NA	NA	C001091
succinylcarnitine (C4-DC)	NA	71464481	C001092
sucrose	C00089	5988	C001093
sulfamethoxazole	D00447	5329	C001094
sulfate of piperine metabolite C16H19NO3 (2)*	NA	NA	C001095
sulfate of piperine metabolite C16H19NO3 (3)*	NA	NA	C001096
sulfate of piperine metabolite C18H21NO3 (1)*	NA	NA	C001097
sulfate of piperine metabolite C18H21NO3 (3)*	NA	NA	C001098
sulfate*	C00059	5152822	C001099
sulfociprofloxacin*	NA	128781	C001100
tadalafil	NA	110635	C001101
tamsulosin	D08560,C07124	129211	C001102
tartarate	C00552,C02107,C00898	444305,875	C001103
tartronate (hydroxymalonate)	C02287	45	C001104
taurine	C00245	1123	C001105
tauro-beta-muricholate	NA	121596216,21124703,168408	C001106
taurochenodeoxycholate	C05465	387316	C001107
taurochenodeoxycholic acid 3-sulfate	NA	52931550	C001108
taurocholate	C05122	6675,46783527	C001109
taurocholenate sulfate*	NA	NA	C001110
taurodeoxycholate	C05463	2733768	C001111
taurodeoxycholic acid 3-sulfate	NA	NA	C001112
taurolithocholate 3-sulfate	C03642	440071	C001113
tauroursodeoxycholate	NA	9848818	C001114
tetradecadienedioate (C14:2-DC)*	NA	86018718	C001115
tetradecadienoate (14:2)*	NA	5312409	C001116
tetradecanedioate (C14-DC)	NA	13185	C001117
tetramisole	NA	3913	C001118
theanine	C01047	439378	C001119
theobromine	C07480	5429	C001120
theophylline	C07130	2153	C001121
thioproline	NA	93176	C001122
threonate	C01620	151152,5460407	C001123
threonine	C00188	6288	C001124
thymol sulfate	C09908	12456386	C001125
thyroxine	C01829	5819	C001126
tigloylglycine	NA	6441567	C001127
tiglylcarnitine (C5:1-DC)	NA	22833596	C001128
topiramate	D00537	5284627	C001129
tramadol	C07153	33741	C001130
trans-2-hexenoylglycine	NA	NA	C001131
trans-3,4-methyleneheptanoate	NA	NA	C001132
trans-3,4-methyleneheptanoylcarnitine	NA	NA	C001133
trans-4-hydroxyproline	C01157	5810	C001134
trans-urocanate	C00785	736715	C001135
trazadone	C07156,D08626	5533	C001136
triamterene	D00386	5546	C001137
tricosanoyl sphingomyelin (d18:1/23:0)*	NA	NA	C001138
tridecenedioate (C13:1-DC)*	NA	NA	C001139
trigonelline (N'-methylnicotinate)	C01004	5570	C001140
trimethoprim	C01965,D00145	5578	C001141
trimethylamine N-oxide	C01104	1145	C001142
trizma acetate	C07182	16218782	C001143
tryptophan	C00078	6305	C001144
tryptophan betaine	C09213	442106	C001145
tyramine O-sulfate	NA	153005	C001146
tyrosine	C00082	6057	C001147
umbelliferone sulfate	NA	129659	C001148
undecenoylcarnitine (C11:1)	NA	NA	C001149
uracil	C00106	1174	C001150
urate	C00366	1175	C001151
urea	C00086	1176	C001152
uric acid ribonucleoside*	C05513	164933	C001153
uridine	C00299	6029	C001154
urolithin B glucuronide	NA	NA	C001155
valerate (5:0)	C00803	7991	C001156
valine	C00183	6287	C001157
valproate	C07185	3121	C001158
valproic acid glucuronide	NA	88111	C001159
valsartan	NA	60846	C001160
valylleucine	NA	352039	C001161
vanillactate	NA	160637	C001162
vanillic acid glycine	NA	3083688	C001163
vanillic alcohol sulfate	NA	NA	C001164
vanillylmandelate (VMA)	C05584	1245	C001165
venlafaxine	C07187	5656	C001166
verapamil	D02356,C07188,DG00329	2520	C001167
warfarin	DG00149,D08682,C01541	54678486	C001168
xanthine	C00385	1188	C001169
xanthosine	C01762	64959	C001170
xanthurenate	C02470	5699	C001171
ximenoylcarnitine (C26:1)*	NA	NA	C001172
xylose	C00181	135191	C001173
zolpidem	C07219	5732	C001174
