BIOCHEMICAL	KEGG	PUBCHEM	compound_id
palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*	NA	9543699	C001191
palmitoleoylcarnitine (C16:1)*	NA	71464547	C001192
palmitoyl dihydrosphingomyelin (d18:0/16:0)*	NA	9939965	C001193
palmitoyl sphingomyelin (d18:1/16:0)	NA	9939941	C001194
palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*	NA	9543736	C001195
palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*	NA	9543736	C001196
palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*	NA	9543695	C001197
palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*	NA	131801744	C001198
palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*	C13861	5282283	C001199
palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*	C13861	5282283	C001200
palmitoylcarnitine (C16)	C02990	461	C001201
palmitoylcholine	NA	151731	C001202
pantoprazole	C11806	4679	C001203
pantothenate	C00864	6613	C001204
paraxanthine	C13747	4687	C001205
pentadecanoate (15:0)	C16537	13849	C001206
perfluorooctanesulfonate (PFOS)	C18142	74483	C001207
perfluorooctanoate (PFOA)	NA	9554	C001208
phenol glucuronide	NA	87235	C001209
phenol sulfate	C02180	74426	C001210
phenylacetate	C07086	999	C001211
phenylacetylcarnitine	NA	101724840	C001212
phenylacetylglutamate	NA	11579826	C001213
phenylacetylglutamine	C04148	92258	C001214
phenylacetylglycine	C05598	68144	C001215
phenylalanine	C00079	6140	C001216
phenylalanylalanine	NA	5488196	C001217
phenylalanylglycine	NA	6992304	C001218
phenyllactate (PLA)	C05607	3848	C001219
phenylpyruvate	C00166	997	C001220
phosphate	C00009	1061	C001221
phosphoethanolamine	C00346	1015	C001222
phytanate	C01607	26840	C001223
picolinate	C10164	1018	C001224
pimelate (C7-DC)	C02656	385	C001225
pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	NA	NA	C001226
pioglitazone	D08378,C07675,DG00117	4829	C001227
pipecolate	NA	NA	C001228
piperine	C03882	638024	C001229
pivaloylcarnitine (C5)	NA	126894	C001230
prednisolone	D00472,C07369	5755	C001231
pregabalin	NA	5486971	C001232
pregnanediol-3-glucuronide	NA	123796	C001233
pregnanolone/allopregnanolone sulfate	C05480	31402,129699967	C001234
pregnenediol disulfate (C21H34O8S2)*	NA	NA	C001235
pregnenediol sulfate (C21H34O5S)*	C18044	105074	C001236
pregnenolone sulfate	C18044	105074	C001237
pro-hydroxy-pro	NA	11902893	C001238
probenecid	C07372	4911	C001239
proline	C00148,C000763	8988,145742,614	C001240
prolylglycine	NA	6426709	C001241
propionylcarnitine (C3)	C03017	107738	C001242
propionylglycine	NA	98681	C001243
propyl 4-hydroxybenzoate sulfate	NA	131838881	C001244
pseudoephedrine	C02765	7028	C001245
pseudouridine	C02067	15047	C001246
pyridoxal	C00250	1050	C001247
pyridoxate	C00847	6723	C001248
pyrraline	C21013	14274616	C001249
pyruvate	C00022	1060	C001250
quetiapine	D08456,DG00899,C07397	5002	C001251
quinate	C00296	6508	C001252
quinine	C06526	3034034	C001253
quinolinate	C03722	1066	C001254
ranitidine	D00422	3001055	C001255
ranitidine N-oxide*	NA	62985	C001256
resveratrol disulfate (1)*	NA	NA	C001257
resveratrol disulfate (2)*	NA	NA	C001258
resveratrol glucuronide (1)*	NA	NA	C001259
resveratrol sulfate (1)*	NA	25113755	C001260
retinal	C00376	638015	C001261
retinol (vitamin A)	C00473	445354	C001262
ribonate	C01685	5460677	C001263
rivaroxaban	NA	9875401	C001264
rosuvastatin	D01915	446157	C001265
saccharin	C12283	5143	C001266
salicylate	C00805	338	C001267
salicyluric glucuronide*	NA	121596205	C001268
sarcosine	C00213	1088	C001269
sebacate (C10-DC)	C08277	5192	C001270
serine	C00065	5951	C001271
serotonin	C00780	5202	C001272
sertraline	C07246	68617	C001273
sitagliptin	DG00118,D08516	4369359	C001274
solanidine	C06543	65727	C001275
spermidine	C00315	1102	C001276
sphingadienine	NA	6449795	C001277
sphinganine	C00836	3126	C001278
sphinganine-1-phosphate	NA	520	C001279
sphingomyelin (d17:1/14:0, d16:1/15:0)*	NA	NA	C001280
sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	NA	NA	C001281
sphingomyelin (d17:2/16:0, d18:2/15:0)*	NA	NA	C001282
sphingomyelin (d18:0/18:0, d19:0/17:0)*	NA	44260130	C001283
sphingomyelin (d18:0/20:0, d16:0/22:0)*	NA	NA	C001284
sphingomyelin (d18:1/14:0, d16:1/16:0)*	NA	11433862	C001285
sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)	NA	46891763	C001286
sphingomyelin (d18:1/18:1, d18:2/18:0)	NA	6443882	C001287
sphingomyelin (d18:1/19:0, d19:1/18:0)*	NA	NA	C001288
sphingomyelin (d18:1/20:0, d16:1/22:0)*	NA	44260124	C001289
sphingomyelin (d18:1/20:1, d18:2/20:0)*	NA	NA	C001290
sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*	NA	NA	C001291
sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*	NA	NA	C001292
sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	NA	NA	C001293
sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*	NA	NA	C001294
sphingomyelin (d18:1/24:1, d18:2/24:0)*	NA	44260126	C001295
sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*	NA	NA	C001296
sphingomyelin (d18:2/14:0, d18:1/14:1)*	NA	NA	C001297
sphingomyelin (d18:2/16:0, d18:1/16:1)*	NA	NA	C001298
sphingomyelin (d18:2/18:1)*	NA	52931155	C001299
sphingomyelin (d18:2/21:0, d16:2/23:0)*	NA	NA	C001300
sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*	NA	134757653	C001301
sphingomyelin (d18:2/23:1)*	NA	NA	C001302
sphingomyelin (d18:2/24:1, d18:1/24:2)*	NA	85336023	C001303
sphingomyelin (d18:2/24:2)*	NA	NA	C001304
sphingosine	C00319	5280335	C001305
sphingosine 1-phosphate	C06124	5283560	C001306
stachydrine	C10172	115244	C001307
stearate (18:0)	C01530	5281	C001308
stearidonate (18:4n3)	C16300	5312508	C001309
stearoyl ethanolamide	NA	27902	C001310
stearoyl sphingomyelin (d18:1/18:0)	C00550	6453725	C001311
stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*	C00165	6438587	C001312
stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*	NA	6438587	C001313
stearoylcarnitine (C18)	NA	3006797	C001314
stearoylcholine*	NA	90111	C001315
suberate (C8-DC)	C08278	10457	C001316
suberoylcarnitine (C8-DC)	NA	NA	C001317
succinate	C00042	1110	C001318
succinimide	C07273	11439	C001319
succinylcarnitine (C4-DC)	NA	71464481	C001320
sucrose	C00089	5988	C001321
sulfamethoxazole	D00447	5329	C001322
sulfate of piperine metabolite C16H19NO3 (2)*	NA	NA	C001323
sulfate of piperine metabolite C16H19NO3 (3)*	NA	NA	C001324
sulfate of piperine metabolite C18H21NO3 (1)*	NA	NA	C001325
sulfate of piperine metabolite C18H21NO3 (3)*	NA	NA	C001326
sulfate*	C00059	5152822	C001327
sulfociprofloxacin*	NA	128781	C001328
tadalafil	NA	110635	C001329
tartarate	C00552,C02107,C00898	444305,875	C001330
tartronate (hydroxymalonate)	C02287	45	C001331
taurine	C00245	1123	C001332
tauro-beta-muricholate	NA	121596216,21124703,168408	C001333
taurochenodeoxycholate	C05465	387316	C001334
taurocholate	C05122	6675,46783527	C001335
taurocholenate sulfate*	NA	NA	C001336
taurodeoxycholate	C05463	2733768	C001337
taurohyocholate*	C15516	11954195	C001338
taurolithocholate 3-sulfate	C03642	440071	C001339
tauroursodeoxycholate	NA	9848818	C001340
tauroursodeoxycholic acid sulfate (1)	NA	NA	C001341
tetradecadienoate (14:2)*	NA	5312409	C001342
tetradecanedioate (C14-DC)	NA	13185	C001343
theanine	C01047	439378	C001344
theobromine	C07480	5429	C001345
theophylline	C07130	2153	C001346
thioproline	NA	93176	C001347
threonate	C01620	151152,5460407	C001348
threonine	C00188	6288	C001349
thymol sulfate	C09908	12456386	C001350
thyroxine	C01829	5819	C001351
tiglylcarnitine (C5:1-DC)	NA	22833596	C001352
topiramate	D00537	5284627	C001353
tramadol	C07153	33741	C001354
trans-2-hexenoylglycine	NA	NA	C001355
trans-3,4-methyleneheptanoate	NA	NA	C001356
trans-3,4-methyleneheptanoylcarnitine	NA	NA	C001357
trans-4-hydroxyproline	C01157	5810	C001358
trans-urocanate	C00785	736715	C001359
trazadone	C07156,D08626	5533	C001360
triamterene	D00386	5546	C001361
tricosanoyl sphingomyelin (d18:1/23:0)*	NA	NA	C001362
trigonelline (N'-methylnicotinate)	C01004	5570	C001363
trimethylamine N-oxide	C01104	1145	C001364
tryptophan	C00078	6305	C001365
tryptophan betaine	C09213	442106	C001366
tyramine O-sulfate	NA	153005	C001367
tyrosine	C00082	6057	C001368
umbelliferone sulfate	NA	129659	C001369
uracil	C00106	1174	C001370
urate	C00366	1175	C001371
urea	C00086	1176	C001372
uridine	C00299	6029	C001373
ursodeoxycholate	C07880	31401	C001374
ursodeoxycholate sulfate (1)	NA	NA	C001375
valerate (5:0)	C00803	7991	C001376
valine	C00183	6287	C001377
valproate	C07185	3121	C001378
valsartan	NA	60846	C001379
valylglycine	NA	136487	C001380
valylleucine	NA	352039	C001381
vanillactate	NA	160637	C001382
vanillic alcohol sulfate	NA	NA	C001383
vanillylmandelate (VMA)	C05584	1245	C001384
venlafaxine	C07187	5656	C001385
verapamil	D02356,C07188,DG00329	2520	C001386
warfarin	DG00149,D08682,C01541	54678486	C001387
xanthine	C00385	1188	C001388
xanthosine	C01762	64959	C001389
xanthurenate	C02470	5699	C001390
ximenoylcarnitine (C26:1)*	NA	NA	C001391
xylose	C00181	135191	C001392
